Ticker,GFValue,SmartScore,Price,Market Capitalization,Sector,Industry
MGY,21.22,9.0,20.48,4240392490.0,Energy Minerals,Oil & Gas Production
MHK,120.56,7.0,109.61,6980201115.0,Non-Energy Minerals,Forest Products
MIDD,164.99,9.0,145.35,7791224748.0,Producer Manufacturing,Industrial Machinery
MIR,1.63,7.0,9.79,2210627400.0,Electronic Technology,Aerospace & Defense
MIRM,0.0,2.0,27.02,1259517680.0,Health Technology,Pharmaceuticals: Major
MKC,91.87,8.0,65.82,17652935223.0,Consumer Non-Durables,Food: Specialty/Candy
MKC.V,91.39,,65.675,17652935223.0,Consumer Non-Durables,Food: Specialty/Candy
MKSI,105.6,10.0,114.11,7631505020.999999,Producer Manufacturing,Industrial Machinery
MKTX,319.55,2.0,224.19,8498022683.999999,Finance,Investment Banks/Brokers
MLCO,27.13,7.0,8.77,3833281766.0,Consumer Services,Casinos/Gaming
MLI,29.52,3.0,49.4,5607894038.000001,Producer Manufacturing,Metal Fabrication
MLKN,28.39,4.0,27.3,1987938448.0000005,Producer Manufacturing,Office Equipment/Supplies
MLM,477.3,8.0,525.41,32474097973.0,Non-Energy Minerals,Construction Materials
MLNK,0.0,4.0,18.6,1463084754.0,Technology Services,Information Technology Services
MMI,28.58,4.0,37.73,1448249849.0000002,Finance,Real Estate Development
MMM,125.77,5.0,93.2,51511639451.00001,Producer Manufacturing,Industrial Conglomerates
MMS,86.99,9.0,78.82,4810498440.999999,Commercial Services,Miscellaneous Commercial Services
MMSI,74.89,10.0,79.2,4573836381.0,Health Technology,Medical Specialties
MMYT,57.25,8.0,57.55,6276681776.0,Technology Services,Internet Software/Services
MNDY,206.21,9.0,227.07,10839837457.0,Technology Services,Packaged Software
MNST,61.85,7.0,56.49,58774536784.99999,Consumer Non-Durables,Beverages: Non-Alcoholic
MO,46.32,9.0,40.09,70697183510.0,Consumer Non-Durables,Tobacco
MOD,21.29,10.0,71.59,3737552518.0,Producer Manufacturing,Industrial Machinery
MODG,26.25,6.0,13.45,2481754208.0,Consumer Durables,Recreational Products
MOG.A,102.71,3.0,143.26,4609446337.0,Electronic Technology,Aerospace & Defense
MOG.B,102.93,,140.85,4241738642.1432767,Electronic Technology,Aerospace & Defense
MOH,385.85,6.0,381.49,22240866140.0,Health Services,Managed Health Care
MOMO,8.89,2.0,6.12,1162438629.0,Technology Services,Packaged Software
MOR,22.95,8.0,17.15,2598292843.3254595,Health Technology,Biotechnology
MORF,0.66,1.0,38.71,1925550157.0,Health Technology,Pharmaceuticals: Major
MORN,292.96,7.0,276.77,11818022785.0,Finance,Investment Managers
MP,19.19,6.0,16.43,2921501547.0,Non-Energy Minerals,Other Metals/Minerals
MPC,145.79,10.0,169.68,64427034428.0,Energy Minerals,Oil Refining/Marketing
MPW,16.56,2.0,3.28,1964719983.0,Finance,Real Estate Investment Trusts
MPWR,636.57,5.0,737.07,35314497269.0,Electronic Technology,Semiconductors
MQ,0.0,6.0,5.79,3021516390.0,Commercial Services,Miscellaneous Commercial Services
MRCY,44.22,1.0,26.23,1557169682.0,Electronic Technology,Aerospace & Defense
MRK,108.09,9.0,126.61,320832647147.0,Health Technology,Pharmaceuticals: Major
MRO,29.15,8.0,22.7,13285115870.0,Energy Minerals,Oil & Gas Production
MRTN,20.32,6.0,19.45,1581459482.0,Transportation,Trucking
MRUS,18.04,7.0,40.06,2312776487.0,Health Technology,Biotechnology
MRVI,14.34,2.0,5.46,1372003165.0,Health Technology,Biotechnology
MRVL,61.33,10.0,71.02,61396787098.0,Electronic Technology,Semiconductors
MSA,174.44,7.0,173.97,6838968042.999999,Consumer Durables,Other Consumer Specialties
MSC,15.86,6.0,7.0,1475012805.0,Consumer Services,Casinos/Gaming
MSCI,620.79,6.0,585.5,46307889709.00001,Technology Services,Data Processing Services
MSFT,371.46,9.0,414.11,3077017757674.0005,Technology Services,Packaged Software
MSGE,0.0,5.0,36.96,1772975832.0,Consumer Services,Movies/Entertainment
MSGS,194.02,5.0,191.21,4578792208.0,Consumer Services,Movies/Entertainment
MSI,298.21,9.0,328.35,54495754902.00001,Electronic Technology,Telecommunications Equipment
MSM,98.55,9.0,98.38,5548669899.0,Distribution Services,Wholesale Distributors
MSTR,255.11,7.0,587.81,9915179205.000002,Technology Services,Internet Software/Services
MTCH,68.82,7.0,35.03,9521558403.000002,Technology Services,Internet Software/Services
MTD,1456.17,5.0,1224.97,26562008210.000004,Health Technology,Medical Specialties
MTDR,65.31,10.0,55.42,6602456526.0,Energy Minerals,Integrated Oil
MTH,122.82,7.0,154.55,5633332989.999999,Consumer Durables,Homebuilding
MTN,324.81,2.0,221.76,8419479445.000002,Consumer Services,Hotels/Resorts/Cruise lines
MTRN,96.08,5.0,121.56,2509289720.0,Electronic Technology,Electronic Equipment/Instruments
MTSI,63.16,6.0,82.45,5941935364.0,Electronic Technology,Semiconductors
MTX,71.66,5.0,69.71,2268632281.9999995,Process Industries,Chemicals: Specialty
MU,52.88,9.0,84.88,93699787417.00002,Electronic Technology,Semiconductors
MUR,38.84,9.0,38.21,5902418711.0,Energy Minerals,Oil & Gas Production
MWA,13.36,7.0,13.89,2168668711.0,Producer Manufacturing,Industrial Machinery
MXL,24.25,4.0,18.27,1496794236.0,Electronic Technology,Semiconductors
MYGN,25.28,10.0,22.12,1818224342.0000005,Health Technology,Medical Specialties
MYRG,139.03,8.0,154.03,2573769454.0,Industrial Services,Engineering & Construction
NARI,119.25,8.0,57.53,3313179412.9999995,Health Technology,Medical Specialties
NBIX,149.66,10.0,134.42,13207023257.0,Health Technology,Pharmaceuticals: Major
NCLH,58.88,3.0,17.5,7444936217.999999,Consumer Services,Hotels/Resorts/Cruise lines
NCNO,42.93,8.0,31.18,3527490406.0,Technology Services,Packaged Software
NDAQ,54.54,8.0,56.76,32748506241.0,Finance,Investment Banks/Brokers
NDSN,252.95,9.0,261.87,14956837073.0,Producer Manufacturing,Industrial Machinery
NE,0.0,6.0,44.69,6303706514.0,Industrial Services,Contract Drilling
NEE,115.75,8.0,56.29,115490631895.0,Utilities,Electric Utilities
NEM,53.3,7.0,33.34,38424077498.0,Non-Energy Minerals,Precious Metals
NEOG,21.84,5.0,16.26,3520620033.0,Health Technology,Medical Specialties
NEP,73.31,2.0,28.08,2623585740.9999995,Utilities,Alternative Power Generation
NEU,448.96,8.0,588.2,5640888692.000001,Process Industries,Chemicals: Specialty
NFE,70.69,9.0,31.99,6558954522.0,Utilities,Gas Distributors
NFG,63.71,7.0,48.78,4493820171.0,Energy Minerals,Integrated Oil
NFLX,461.04,9.0,558.53,241709222303.0,Technology Services,Internet Software/Services
NHC,76.27,9.0,90.95,1393768614.0000002,Health Services,Hospital/Nursing Management
NHI,62.96,8.0,52.76,2290303066.0,Finance,Real Estate Investment Trusts
NI,26.68,7.0,25.06,11209522530.0,Utilities,Gas Distributors
NICE,238.86,8.0,218.37,13875457747.3252,Technology Services,Information Technology Services
NJR,32.42,6.0,41.15,4045190005.999999,Utilities,Gas Distributors
NMRK,8.97,9.0,10.49,1811556462.9999995,Finance,Real Estate Development
NNN,48.38,5.0,39.87,7272742013.0,Finance,Real Estate Investment Trusts
NOC,487.63,9.0,451.22,67699111249.0,Electronic Technology,Aerospace & Defense
NOG,34.57,9.0,32.47,3263483097.0,Energy Minerals,Oil & Gas Production
NOMD,22.97,8.0,17.35,2993746854.9999995,Consumer Non-Durables,Food: Specialty/Candy
NOV,22.61,4.0,17.27,6803119504.0,Industrial Services,Oilfield Services/Equipment
NOVA,50.92,7.0,11.0,1346579948.0000002,Utilities,Alternative Power Generation
NOVT,179.86,3.0,163.28,5847117398.0,Electronic Technology,Electronic Equipment/Instruments
NOW,726.14,9.0,799.41,163879044495.00003,Technology Services,Packaged Software
NPO,114.37,7.0,157.14,3285383148.9999995,Producer Manufacturing,Industrial Machinery
NRG,44.9,9.0,52.35,11818767818.0,Utilities,Electric Utilities
NS,15.6,8.0,22.42,2836759820.0000005,Industrial Services,Oil & Gas Pipelines
NSA,27.35,5.0,37.02,4554296933.0,Finance,Real Estate Investment Trusts
NSC,264.42,9.0,254.05,57385199703.0,Transportation,Railroads
NSP,132.47,7.0,96.35,3591989206.0,Commercial Services,Personnel Services
NTAP,78.63,6.0,88.92,18320280734.0,Electronic Technology,Computer Peripherals
NTCO,6.47,4.0,6.57,4579216783.431399,Consumer Non-Durables,Household/Personal Care
NTCT,29.73,7.0,20.8,1476719331.0,Technology Services,Packaged Software
NTLA,34.15,5.0,27.47,2460072863.0,Health Technology,Biotechnology
NTNX,33.75,7.0,58.61,14224043304.999998,Technology Services,Packaged Software
NTR,82.9,10.0,49.05,24257546671.75909,Process Industries,Chemicals: Agricultural
NTRA,62.92,8.0,69.65,8368565226.000001,Health Technology,Medical Specialties
NTST,22.69,6.0,17.85,1235024860.0,Finance,Real Estate Investment Trusts
NUE,148.75,7.0,186.29,45797346501.0,Non-Energy Minerals,Steel
NUVL,,3.0,80.58,5046733047.0,Health Technology,Biotechnology
NVCR,71.3,3.0,14.85,1586887478.0000002,Health Technology,Medical Specialties
NVDA,649.54,8.0,696.41,1720132633667.0,Electronic Technology,Semiconductors
NVEE,117.35,5.0,108.31,1721688894.0,Industrial Services,Engineering & Construction
NVEI,83.94,9.0,26.02,3620653064.354488,Technology Services,Information Technology Services
NVGS,13.4,6.0,15.64,1146178795.0,Transportation,Marine Shipping
NVMI,116.25,8.0,149.99,4351785121.0,Electronic Technology,Electronic Equipment/Instruments
NVO,98.26,10.0,118.39,527010518216.8932,Health Technology,Pharmaceuticals: Major
NVR,6078.14,8.0,7486.69,23800411487.000004,Consumer Durables,Homebuilding
NVS,103.51,5.0,101.36,208197999974.38828,Health Technology,Pharmaceuticals: Major
NVST,40.61,4.0,22.44,3846269370.000001,Health Technology,Medical Specialties
NVT,49.7,4.0,64.29,10666470043.999998,Electronic Technology,Electronic Components
NWE,56.47,4.0,47.08,2883284634.0,Utilities,Electric Utilities
NWL,14.82,4.0,8.45,3499990024.0,Producer Manufacturing,Industrial Conglomerates
NWN,55.52,7.0,35.36,1300479675.0,Utilities,Gas Distributors
NWS,22.35,7.0,27.01,14894272446.999998,Consumer Services,Publishing: Newspapers
NWSA,21.41,8.0,25.84,14894272447.0,Consumer Services,Publishing: Newspapers
NXE,,7.0,7.7,4021504865.608109,Non-Energy Minerals,Other Metals/Minerals
NXST,209.82,2.0,160.88,5458821861.000001,Consumer Services,Broadcasting
NXT,0.0,9.0,57.12,8264279121.0,Electronic Technology,Electronic Equipment/Instruments
NYT,45.59,4.0,43.74,7157017842.0,Consumer Services,Publishing: Newspapers
O,76.53,6.0,53.16,44217783140.0,Finance,Real Estate Investment Trusts
OC,123.64,4.0,159.49,14174666937.0,Process Industries,Containers/Packaging
ODFL,351.67,7.0,435.16,47481898549.0,Transportation,Trucking
ODP,51.94,6.0,52.5,1962349118.9999995,Retail Trade,Specialty Stores
OEC,23.06,7.0,23.6,1369841723.0,Process Industries,Chemicals: Specialty
OGE,31.28,6.0,32.47,6503330612.999999,Utilities,Electric Utilities
OGN,28.23,6.0,16.31,4168941483.999999,Health Technology,Pharmaceuticals: Major
OGS,85.86,7.0,60.26,3341661079.0,Utilities,Gas Distributors
OHI,29.99,6.0,29.91,7336384513.0,Finance,Real Estate Investment Trusts
OI,16.88,8.0,16.11,2492656570.0,Process Industries,Containers/Packaging
OKE,56.39,6.0,68.97,40178523884.00001,Industrial Services,Oil & Gas Pipelines
OKTA,149.89,9.0,84.68,14001448090.0,Technology Services,Packaged Software
OLED,152.95,7.0,181.44,8592649096.0,Electronic Technology,Electronic Production Equipment
OLK,31.14,,24.37,3005993739.0,Health Technology,Biotechnology
OLLI,78.43,6.0,75.62,4657607907.0,Retail Trade,Department Stores
OLN,51.03,6.0,51.12,6264734964.0,Process Industries,Industrial Specialties
OLPX,0.0,2.0,2.27,1486243970.9999998,Consumer Non-Durables,Household/Personal Care
OMAB,114.48,6.0,76.78,3741865817.535821,Transportation,Other Transportation
OMC,86.67,9.0,86.63,17152108925.000002,Commercial Services,Advertising/Marketing Services
OMI,31.76,5.0,20.32,1554501216.0,Health Technology,Medical Specialties
ON,71.94,6.0,80.71,34489694450.00001,Electronic Technology,Semiconductors
ONON,0.0,7.0,28.57,9042980000.0,Consumer Non-Durables,Apparel/Footwear
ONTO,94.86,6.0,164.76,8086584245.000001,Electronic Technology,Electronic Equipment/Instruments
OPEN,2.69,,3.33,2231203808.0,Finance,Real Estate Development
OR,12.19,7.0,14.64,2710829871.955307,Non-Energy Minerals,Precious Metals
ORAN,12.09,7.0,11.44,30358125778.7796,Communications,Wireless Telecommunications
ORCL,105.84,8.0,116.68,320744233700.0,Technology Services,Packaged Software
ORLA,0.0,10.0,3.56,1119373534.5250003,Non-Energy Minerals,Precious Metals
ORLY,965.17,5.0,1020.83,60394523325.00001,Retail Trade,Specialty Stores
OSIS,122.77,10.0,133.9,2282492177.9999995,Electronic Technology,Aerospace & Defense
OSK,115.6,9.0,113.13,7400229704.000001,Consumer Durables,Motor Vehicles
OSW,21.9,7.0,14.02,1400749956.0000002,Consumer Services,Other Consumer Services
OTEX,66.07,7.0,41.1,11181029829.22785,Technology Services,Packaged Software
OTIS,87.06,7.0,90.87,36843662466.00001,Producer Manufacturing,Building Products
OTTR,72.74,4.0,95.52,3984188528.000001,Utilities,Electric Utilities
OUT,18.45,6.0,12.85,2120886916.0,Finance,Real Estate Investment Trusts
OVV,45.21,2.0,41.8,11407320312.0,Energy Minerals,Oil & Gas Production
OWL,0.0,6.0,16.39,23091942021.0,Finance,Investment Managers
OXM,133.52,5.0,96.65,1510165491.0,Consumer Non-Durables,Apparel/Footwear
OXY,51.92,9.0,58.05,50943579554.99999,Energy Minerals,Oil & Gas Production
PAA,13.69,7.0,15.35,10760235030.0,Industrial Services,Oil & Gas Pipelines
PAAS,19.13,7.0,13.12,4781439515.721247,Non-Energy Minerals,Precious Metals
PAC,270.77,6.0,165.11,8418230370.151268,Transportation,Other Transportation
PACB,15.01,5.0,6.55,1751757453.0,Health Technology,Medical Specialties
PAG,150.37,4.0,148.02,9949035304.999998,Retail Trade,Specialty Stores
PAGP,14.23,8.0,16.07,3156417325.9999995,Industrial Services,Oil & Gas Pipelines
PAGS,35.96,5.0,13.23,4384051202.0,Commercial Services,Miscellaneous Commercial Services
PAM,18.78,7.0,43.37,3607834692.85428,Utilities,Electric Utilities
PANW,221.51,6.0,367.02,115721398056.0,Technology Services,Packaged Software
PARR,30.99,8.0,38.84,2349807564.0,Energy Minerals,Oil Refining/Marketing
PATH,20.82,6.0,24.36,13789666180.999998,Technology Services,Packaged Software
PATK,68.92,5.0,105.45,2334066518.0,Consumer Durables,Homebuilding
PAX,17.62,9.0,14.43,2139304342.0000005,Finance,Investment Managers
PAY,0.0,7.0,15.83,1958128931.0,Commercial Services,Miscellaneous Commercial Services
PAYC,468.75,1.0,195.75,11294935696.0,Technology Services,Packaged Software
PAYO,0.0,8.0,4.97,1798188028.0,Commercial Services,Miscellaneous Commercial Services
PAYX,134.12,4.0,122.75,44168126915.0,Technology Services,Data Processing Services
PBF,34.32,6.0,52.87,6460774041.0,Energy Minerals,Oil Refining/Marketing
PBH,62.02,5.0,68.8,3413758971.0,Health Technology,Pharmaceuticals: Major
PBR,15.26,7.0,17.24,111189605103.5413,Energy Minerals,Integrated Oil
PBR.A,13.96,,16.75,111189605103.5413,Energy Minerals,Integrated Oil
PCAR,89.53,5.0,105.61,55242042601.0,Producer Manufacturing,Trucks/Construction/Farm Machinery
PCG,14.57,9.0,16.24,34648174315.99999,Utilities,Electric Utilities
PCH,35.03,1.0,44.67,3545189664.0,Finance,Real Estate Investment Trusts
PCOR,80.36,5.0,73.97,10614135344.0,Technology Services,Packaged Software
PCRX,61.23,7.0,27.7,1286324386.0000002,Health Technology,Pharmaceuticals: Major
PCTY,328.55,5.0,171.91,9657369594.0,Technology Services,Packaged Software
PCVX,,9.0,74.14,7865616908.0,Health Technology,Biotechnology
PD,36.98,6.0,24.21,2224712952.0,Technology Services,Packaged Software
PDD,153.79,8.0,126.655,168272197402.0,Retail Trade,Department Stores
PDFS,38.17,1.0,33.22,1271043825.0,Technology Services,Information Technology Services
PEAK,28.56,8.0,17.99,9933319360.0,Finance,Real Estate Investment Trusts
PEB,26.71,7.0,15.59,1878624040.0,Finance,Real Estate Investment Trusts
PECO,33.4,9.0,34.79,4160884056.0,Finance,Real Estate Investment Trusts
PEG,60.4,8.0,58.2,29001892671.0,Utilities,Electric Utilities
PEGA,54.35,9.0,49.76,4157742610.999999,Technology Services,Information Technology Services
PEN,319.44,7.0,272.34,10511334415.0,Health Technology,Medical Specialties
PENN,38.13,5.0,22.45,3406987328.0000005,Consumer Services,Movies/Entertainment
PEP,193.25,7.0,173.85,239020117168.0,Consumer Non-Durables,Beverages: Non-Alcoholic
PERI,25.43,7.0,23.61,1110602382.0,Technology Services,Internet Software/Services
PFGC,63.69,8.0,72.57,11290867008.0,Transportation,Other Transportation
PG,160.21,9.0,158.64,373283249384.0,Consumer Non-Durables,Household/Personal Care
PGNY,83.09,6.0,40.35,3866991630.0,Commercial Services,Miscellaneous Commercial Services
PGRE,7.38,1.0,4.61,1001999666.0,Finance,Real Estate Investment Trusts
PGTI,29.35,8.0,41.33,2363572881.0,Producer Manufacturing,Building Products
PH,405.8,10.0,515.51,66197082741.00001,Producer Manufacturing,Industrial Machinery
PHG,22.86,7.0,20.5,18540073113.15449,Health Technology,Medical Specialties
PHI,27.85,3.0,23.15,4988695693.438859,Communications,Specialty Telecommunications
PHIN,0.0,4.0,30.04,1402426995.0,Producer Manufacturing,Auto Parts: OEM
PHM,75.01,7.0,103.26,21902732791.0,Consumer Durables,Homebuilding
PHR,41.82,6.0,27.02,1503256134.0,Technology Services,Packaged Software
PI,100.85,7.0,106.31,2876308466.0,Electronic Technology,Semiconductors
PII,132.2,8.0,90.91,5133933548.0,Consumer Durables,Recreational Products
PINC,29.31,2.0,21.05,2522166256.0,Health Services,Hospital/Nursing Management
PINS,30.28,8.0,40.72,27459879763.000004,Technology Services,Internet Software/Services
PK,32.2,7.0,15.26,3204351598.0,Finance,Real Estate Investment Trusts
PKG,152.21,5.0,166.87,14955606186.0,Process Industries,Containers/Packaging
PKX,67.55,4.0,84.33,25666680589.783066,Non-Energy Minerals,Steel
PLAB,20.74,9.0,31.62,1979569655.9999995,Electronic Technology,Electronic Production Equipment
PLAY,74.54,9.0,58.05,2332978901.0,Consumer Services,Movies/Entertainment
PLTK,15.01,3.0,7.3,2680761328.0,Technology Services,Packaged Software
PLTR,16.4,9.0,24.51,53333509126.99999,Technology Services,Packaged Software
PLUG,3.66,2.0,4.19,2537054753.0,Electronic Technology,Electronic Production Equipment
PLUS,63.77,8.0,74.07,1996549914.0,Technology Services,Packaged Software
PLXS,107.62,3.0,96.49,2664250118.9999995,Electronic Technology,Electronic Production Equipment
PLYA,12.54,6.0,8.56,1185174089.9999998,Consumer Services,Hotels/Resorts/Cruise lines
PLYM,20.84,3.0,22.11,1011322087.0,Finance,Real Estate Investment Trusts
PM,109.93,8.0,89.01,138179661897.99997,Consumer Non-Durables,Tobacco
PNM,55.56,5.0,37.08,3182757397.0,Utilities,Electric Utilities
PNR,63.43,8.0,74.44,12304854256.000002,Producer Manufacturing,Industrial Machinery
PNW,88.86,4.0,66.39,7528516117.999999,Utilities,Electric Utilities
PODD,369.01,3.0,196.64,13730901941.000002,Health Technology,Medical Specialties
POOL,386.48,5.0,387.34,14981989063.0,Distribution Services,Wholesale Distributors
POR,52.02,8.0,39.61,4005518097.0,Utilities,Electric Utilities
POST,99.43,9.0,106.47,6460729269.000001,Consumer Non-Durables,Food: Specialty/Candy
POWI,64.66,1.0,78.29,4451380154.0,Electronic Technology,Semiconductors
PPC,30.63,5.0,27.29,6461997052.0,Process Industries,Agricultural Commodities/Milling
PPG,144.15,8.0,138.63,32688955574.0,Process Industries,Industrial Specialties
PPL,38.23,6.0,25.66,18914611726.0,Utilities,Electric Utilities
PR,18.61,8.0,13.52,10465422764.000002,Energy Minerals,Integrated Oil
PRCT,0.0,6.0,49.51,2500186735.0000005,Health Technology,Medical Specialties
PRDO,12.8,8.0,17.72,1163990025.9999998,Consumer Services,Other Consumer Services
PRFT,83.18,2.0,70.09,2437142571.0,Commercial Services,Personnel Services
PRG,33.44,7.0,32.37,1447659616.0,Finance,Finance/Rental/Leasing
PRGO,42.46,8.0,31.86,4317236694.000001,Health Technology,Pharmaceuticals: Major
PRGS,63.2,3.0,57.38,2517846328.0,Technology Services,Packaged Software
PRMW,15.75,8.0,14.73,2348084845.822996,Consumer Non-Durables,Beverages: Non-Alcoholic
PRO,35.48,10.0,36.01,1665873975.0,Technology Services,Information Technology Services
PRTA,60.38,6.0,27.43,1472040512.9999998,Health Technology,Biotechnology
PRVA,34.82,2.0,20.3,2396706914.0,Finance,Life/Health Insurance
PSA,365.59,8.0,284.9,50095718382.0,Finance,Real Estate Investment Trusts
PSMT,84.45,7.0,78.3,2389385030.0,Retail Trade,Specialty Stores
PSN,56.77,10.0,67.03,7030705447.000001,Technology Services,Information Technology Services
PSNY,0.0,3.0,1.72,3672508006.0,Consumer Durables,Motor Vehicles
PSNYW,0.0,1.0,0.17,3672508006.0,Consumer Durables,Motor Vehicles
PSO,10.71,5.0,11.83,8175051776.0674,Consumer Services,Publishing: Books/Magazines
PSTG,30.96,5.0,44.14,13947039589.000002,Electronic Technology,Computer Peripherals
PSX,114.19,7.0,146.82,64594279482.00001,Energy Minerals,Oil Refining/Marketing
PTC,147.89,8.0,181.54,21703543039.0,Technology Services,Packaged Software
PTCT,64.52,4.0,25.25,1905444537.9999995,Health Technology,Pharmaceuticals: Major
PTEN,24.51,7.0,10.65,4444068879.000001,Industrial Services,Contract Drilling
PTGX,,6.0,26.11,1505975740.0,Health Technology,Biotechnology
PTON,8.57,2.0,4.53,1661937223.9999998,Consumer Services,Other Consumer Services
PTVE,10.13,9.0,14.58,2601882145.0,Process Industries,Containers/Packaging
PVH,94.59,7.0,127.06,7577541671.0,Consumer Non-Durables,Apparel/Footwear
PWR,183.94,9.0,207.77,30185843639.0,Industrial Services,Engineering & Construction
PWSC,0.0,4.0,24.59,4965718352.999999,Technology Services,Packaged Software
PX,0.0,4.0,9.22,1078341377.0,Finance,Investment Managers
PXD,220.49,10.0,231.76,54144493741.99999,Energy Minerals,Oil & Gas Production
PYPL,104.51,5.0,56.13,60516013877.0,Commercial Services,Miscellaneous Commercial Services
PZZA,100.52,5.0,73.66,2412796441.0,Consumer Services,Restaurants
QCOM,137.05,7.0,148.18,165368871826.0,Electronic Technology,Semiconductors
QDEL,79.65,7.0,67.02,4478190252.999999,Health Technology,Medical Specialties
QGEN,44.98,8.0,44.12,9759077035.0,Health Technology,Medical Specialties
QRVO,113.44,10.0,112.62,10873288046.0,Electronic Technology,Semiconductors
QS,,1.0,7.5,3671708960.999999,Producer Manufacturing,Electrical Products
QSR,81.7,5.0,77.19,34950658860.00202,Consumer Services,Restaurants
QTWO,47.05,6.0,42.66,2501369182.0,Technology Services,Information Technology Services
R,110.13,7.0,116.75,5174621840.0,Finance,Finance/Rental/Leasing
RACE,324.89,7.0,385.15,94975076190.5297,Consumer Durables,Motor Vehicles
RAMP,34.32,9.0,41.96,2748972819.9999995,Technology Services,Packaged Software
RARE,59.99,10.0,45.45,3732097241.0,Health Technology,Pharmaceuticals: Major
RBA,96.2,5.0,67.97,12393157946.794754,Technology Services,Internet Software/Services
RBC,314.98,2.0,258.15,7508291844.0,Producer Manufacturing,Metal Fabrication
RBLX,51.14,7.0,44.87,27987067613.0,Technology Services,Packaged Software
RCI,58.65,10.0,45.82,24267662213.4288,Communications,Wireless Telecommunications
RCL,166.96,8.0,120.97,30996761258.0,Consumer Services,Hotels/Resorts/Cruise lines
RCM,16.57,9.0,10.57,4432087192.0,Commercial Services,Miscellaneous Commercial Services
RCUS,18.09,7.0,15.21,1138553075.0,Health Technology,Biotechnology
RDNT,26.32,8.0,35.77,2428593691.0,Health Services,Medical/Nursing Services
REG,67.42,8.0,62.14,11536774050.0,Finance,Real Estate Investment Trusts
REGN,723.53,9.0,946.43,103864775065.0,Health Technology,Pharmaceuticals: Major
RELX,37.35,9.0,41.76,78178079030.7706,Commercial Services,Miscellaneous Commercial Services
RES,11.09,3.0,6.98,1509274085.0,Industrial Services,Oilfield Services/Equipment
REXR,70.91,8.0,53.12,11213488632.0,Finance,Real Estate Investment Trusts
REYN,29.73,7.0,28.51,5987370201.0,Consumer Non-Durables,Household/Personal Care
REZI,21.84,5.0,17.34,2533165633.0,Distribution Services,Electronics Distributors
RGLD,114.84,7.0,112.12,7365389081.999999,Non-Energy Minerals,Precious Metals
RH,442.71,2.0,256.86,4679838351.000001,Retail Trade,Specialty Stores
RHI,78.2,7.0,80.55,8529838615.0,Commercial Services,Personnel Services
RHP,128.58,8.0,114.58,6841400029.0,Finance,Real Estate Investment Trusts
RIG,3.92,6.0,5.23,4231231537.999999,Industrial Services,Contract Drilling
RIO,65.59,9.0,68.11,115703431006.0216,Non-Energy Minerals,Other Metals/Minerals
RIOT,11.81,8.0,13.05,2695026357.0000005,Technology Services,Information Technology Services
RIVN,0.0,3.0,16.11,15431650018.0,Consumer Durables,Motor Vehicles
RLAY,129.52,4.0,8.89,1133140868.0,Health Technology,Biotechnology
RLJ,21.83,7.0,11.64,1814028408.0,Finance,Real Estate Investment Trusts
RLX,1.43,,1.84,2416048053.0,Producer Manufacturing,Industrial Conglomerates
RMBS,45.1,9.0,56.25,6047394705.0,Electronic Technology,Semiconductors
RMD,278.66,10.0,183.75,27027584953.0,Health Technology,Medical Specialties
RNG,58.23,8.0,33.36,3127402334.0,Technology Services,Packaged Software
RNW,0.0,6.0,6.45,2406092818.0,Utilities,Alternative Power Generation
ROAD,42.68,8.0,50.35,2659857727.0,Industrial Services,Engineering & Construction
ROCK,64.77,9.0,85.3,2596228221.0,Producer Manufacturing,Metal Fabrication
ROG,5391.17,5.0,117.67,2190605865.9999995,Process Industries,Chemicals: Specialty
ROIC,17.46,3.0,13.75,1732524757.0,Finance,Real Estate Investment Trusts
ROK,334.8,7.0,278.71,31937942520.000004,Electronic Technology,Electronic Equipment/Instruments
ROKU,100.02,4.0,94.7,13494355522.0,Consumer Durables,Electronics/Appliances
ROL,45.36,9.0,43.73,21166974600.000004,Consumer Services,Other Consumer Services
ROP,549.35,5.0,545.34,58254378152.99999,Technology Services,Packaged Software
ROST,127.64,8.0,146.06,49173477537.0,Retail Trade,Apparel/Footwear Retail
ROVR,0.0,7.0,10.96,1992607645.0000005,Retail Trade,Specialty Stores
RPD,72.72,6.0,58.73,3608780631.0,Technology Services,Information Technology Services
RPM,101.11,4.0,106.49,13723596241.999998,Process Industries,Industrial Specialties
RPRX,34.24,10.0,28.7,17262264229.0,Health Technology,Pharmaceuticals: Major
RRC,18.04,3.0,28.46,6867536397.0,Energy Minerals,Oil & Gas Production
RRR,41.01,10.0,57.91,6044909523.999999,Consumer Services,Hotels/Resorts/Cruise lines
RRX,172.46,10.0,148.0,9819711700.0,Producer Manufacturing,Industrial Machinery
RS,224.54,9.0,297.43,17093667385.0,Non-Energy Minerals,Steel
RSG,162.09,8.0,174.64,54948119062.99999,Industrial Services,Environmental Services
RSI,6.94,8.0,5.9,1311362544.0,Consumer Services,Casinos/Gaming
RTO,46.6,5.0,25.62,12703664160.5314,Commercial Services,Miscellaneous Commercial Services
RTX,105.82,10.0,91.04,120794322581.99998,Electronic Technology,Aerospace & Defense
RUM,0.0,2.0,7.97,3075812332.9999995,Technology Services,Internet Software/Services
RUN,31.08,4.0,15.44,3364049985.0,Utilities,Alternative Power Generation
RUSHA,46.74,6.0,46.55,3750907252.0,Retail Trade,Specialty Stores
