Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
CWCO,Consolidated Water Co. Ltd.,31,-1.6185338,-0.51,Buy,850999,26381217,488027443,37.79105205,0.828,Utilities,Water Utilities
CWBR,"CohBar, Inc.",3,0.33444816,0.01,Strong Buy,16432,49296,8720778,,-4.3653,Health Technology,Biotechnology
CWBC,Community West Bancshares,12.34,-3.894081,-0.5,Strong Sell,16966,209360.44,109215749,9.62708691,1.3008,Finance,Major Banks
CWB,SPDR Bloomberg Convertible Securities ETF,69.01,-0.57628584,-0.4,Sell,445902,30771697.02000001,,,,Miscellaneous,Investment Trusts/Mutual Funds
CWAN,"Clearwater Analytics Holdings, Inc.",19.32,0.78247261,0.15,Strong Buy,1595698,30828885.36,4673896621,,-0.1228,Technology Services,Packaged Software
CW,Curtiss-Wright Corporation,200.58,-0.80118694,-1.62,Sell,704227,141253851.66,7683305789,24.14415716,8.3669,Electronic Technology,Aerospace & Defense
CVY,Invesco Zacks Multi-Asset Income ETF,22.5745,-0.7788429,-0.1772,Buy,2362,53320.969,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVX,Chevron Corporation,166.5,-0.43652455,-0.73,Buy,17439484,2903716543.5,317615070740,10.56371538,15.8315,Energy Minerals,Integrated Oil
CVV,CVD Equipment Corporation,7.23,-4.61741425,-0.35,Sell,34095,246506.85,49265559.00000001,105.54744526,0.0685,Electronic Technology,Electronic Production Equipment
CVU,"CPI Aerostructures, Inc.",3.24,-3.85756677,-0.13,Strong Sell,11483,37204.92,40951151.00000001,3.723282,0.8718,Electronic Technology,Aerospace & Defense
CVSE,Morgan Stanley ETF Trust Calvert US Select Equity ETF,53.1899,-1.25386845,-0.6754,Sell,10,531.899,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVSB,Morgan Stanley ETF Trust Calvert Ultra-Short Investment Grade ETF,50.12,0,0,Sell,648,32477.76,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVS,CVS Health Corporation,70.87,1.31522516,0.92,Buy,12757510,904124733.7,91025364049,31.09424359,2.3061,Retail Trade,Drugstore Chains
CVRX,"CVRx, Inc.",15.14,-3.07298335,-0.48,Sell,68641,1039224.74,314255702,,-2.1015,Health Technology,Medical Specialties
CVRD,Madison ETFs Trust Madison Covered Call ETF,20.32,-0.53842389,-0.11,Sell,802,16296.64,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVR,Chicago Rivet & Machine Co.,18.02,0,0,Sell,2666,48041.32,17409700,46.82952183,0.3848,Producer Manufacturing,Metal Fabrication
CVNA,Carvana Co.,52.2,-6.55209452,-3.66,Buy,18086469,944113681.8,9888969311,,-12.339,Retail Trade,Specialty Stores
CVMC,Morgan Stanley ETF Trust Calvert US Mid-Cap Core Responsible Index ETF,49.1817,-0.01687335,-0.0083,Strong Sell,1187,58378.6779,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVM,Cel-Sci Corporation,1.26,1.61290323,0.02,Sell,145182,182929.32,59547721.99999999,,-0.7746,Health Technology,Biotechnology
CVLY,"Codorus Valley Bancorp, Inc",19.25,-0.77319588,-0.15,Strong Sell,83211,1601811.75,185013881,6.43769648,2.9968,Finance,Regional Banks
CVLT,"Commvault Systems, Inc.",67.73,-1.55523256,-1.07,Sell,509339,34497530.47,2971634520,,-0.5981,Technology Services,Packaged Software
CVLG,"Covenant Logistics Group, Inc.",45.09,-1.70045782,-0.78,Sell,131108,5911659.72,583768283,7.15203426,6.5492,Transportation,Trucking
CVLC,Morgan Stanley ETF Trust Calvert US Large-Cap Core Responsible Index ETF,55.2722,-1.20667128,-0.6751,Sell,9405,519835.041,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVKD,"Cadrenal Therapeutics, Inc.",0.8,2.70894852,0.0211,Sell,83747,66997.6,9378200,,-1.0456,Health Technology,Biotechnology
CVII.U,Churchill Capital Corp VII,10.47,0,0,Buy,101,1057.47,966792928,,,Finance,Financial Conglomerates
CVII,Churchill Capital Corp VII,10.45,0.09578544,0.01,Strong Buy,23874,249483.3,966792927.9999998,41.40253566,0.2524,Finance,Financial Conglomerates
CVIE,Morgan Stanley ETF Trust Calvert International Responsible Index ETF,50.4628,-0.15926938,-0.0805,Buy,4337,218857.1636,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVI,CVR Energy Inc.,34.55,-1.90232822,-0.67,Buy,3094254,106906475.69999997,3473332205,6.55150182,5.2736,Energy Minerals,Oil Refining/Marketing
CVGW,"Calavo Growers, Inc.",28.53,-0.73068894,-0.21,Sell,506252,14443369.56,506723074.00000006,,-0.2136,Process Industries,Agricultural Commodities/Milling
CVGI,"Commercial Vehicle Group, Inc.",7.79,-2.13567839,-0.17,Strong Sell,237280,1848411.2,262870450,,-0.3013,Producer Manufacturing,Trucks/Construction/Farm Machinery
CVEO,Civeo Corporation (Canada),20.75,-0.24038462,-0.05,Buy,16071,333473.25,307985412,,-0.9516,Consumer Services,Hotels/Resorts/Cruise lines
CVE,Cenovus Energy Inc,20.7,-0.62409986,-0.13,Buy,5240498,108478308.6,39257405542.46527,14.00021654,1.51996512,Energy Minerals,Integrated Oil
CVCY,Central Valley Community Bancorp,14.74,4.39093484,0.62,Neutral,83037,1223965.38,174115137,6.33351953,2.331,Finance,Regional Banks
CVCO,"Cavco Industries, Inc.",276.31,-2.01078091,-5.67,Neutral,161102,44514093.62,2397590873.9999995,10.79483523,25.8296,Consumer Durables,Homebuilding
CVBF,CVB Financial Corporation,17.31,-0.97254005,-0.17,Sell,4358590,75447192.89999999,2412047105,9.85763098,1.7607,Finance,Regional Banks
CVAR,Opportunities Trust Cultivar ETF,23.8289,-0.58865248,-0.1411,Sell,2503,59643.7367,,,,Miscellaneous,Investment Trusts/Mutual Funds
CVAC,CureVac N.V.,8.01,-1.3546798,-0.11,Sell,404173,3237425.73,1793303457.0000002,,-1.5454,Health Technology,Pharmaceuticals: Major
CUZ,Cousins Properties Incorporated,22.75,0.708278,0.16,Sell,3246349,73854439.75,3452869308,23.07536261,0.9873,Finance,Real Estate Investment Trusts
CUTR,"Cutera, Inc.",9.36,-4.39223698,-0.43,Sell,1259113,11785297.68,186674657,,-3.8743,Health Technology,Medical Specialties
CUT,Invesco MSCI Global Timber ETF,30.6191,0.57713659,0.1757,Strong Buy,5126,156953.5066,,,,Miscellaneous,Investment Trusts/Mutual Funds
CURV,Torrid Holdings Inc.,1.42,0,0,Sell,268423,381160.66,147781475,6.75547098,0.2107,Retail Trade,Internet Retail
CURO,CURO Group Holdings Corp.,1.24,0,0,Neutral,311461,386211.64,51149948,,-6.8751,Finance,Finance/Rental/Leasing
CURI,CuriosityStream Inc.,0.6568,-5.75405367,-0.0401,Strong Sell,136278,89507.3904,34830883,,-0.6943,Consumer Services,Movies/Entertainment
CURE,Direxion Daily Healthcare Bull 3X Shares,95.74,-2.32605591,-2.28,Sell,45917,4396093.58,,,,Miscellaneous,Investment Trusts/Mutual Funds
CULP,"Culp, Inc.",5.83,1.56794425,0.09,Strong Buy,15465,90160.95,72626326,,-2.3715,Process Industries,Textiles
CULL,"Cullman Bancorp, Inc.",10.75,-0.37071362,-0.04,Neutral,3482,37431.5,79362297,18.02783834,0.6015,Finance,Savings Banks
CUK,Carnival Plc,13.72,-2.69503546,-0.38,Sell,1573624,21590121.28,19067138407.462,,-2.7913,Consumer Services,Hotels/Resorts/Cruise lines
CUEN,"Cuentas, Inc.",1.79,2.28571429,0.04,Sell,19798,35438.42,3765023,,-7.6304,Technology Services,Internet Software/Services
CUE,"Cue Biopharma, Inc.",2.56,-3.7593985,-0.1,Sell,368093,942318.08,115096433,,-1.27,Health Technology,Biotechnology
CUBI/PF,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",24.5,1.34436401,0.325,Buy,8915,218417.5,1072984193,4.39966958,5.6689,Finance,Regional Banks
CUBI/PE,"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series E",24.7613,-0.11577249,-0.0287,Buy,13711,339502.1843,1072984193,4.4465934,5.6689,Finance,Regional Banks
CUBI,"Customers Bancorp, Inc",34.29,-2.08452313,-0.73,Sell,963277,33030768.33,1072984193,6.15774162,5.6689,Finance,Regional Banks
CUBE,CubeSmart,41.1,1.08214461,0.44,Sell,2746449,112879053.9,9239632233,23.81366244,1.7327,Finance,Real Estate Investment Trusts
CUBB,"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",17.68,-3.49344978,-0.64,Strong Sell,444,7849.92,1072984193,3.17494523,5.6689,Finance,Regional Banks
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",3.48,-1.41643059,-0.05,Sell,30360,105652.8,22805500,3.07964602,1.13,Miscellaneous,Investment Trusts/Mutual Funds
CTXR,"Citius Pharmaceuticals, Inc.",0.7591,-0.09212951,-0.0007,Sell,1139786,865211.5526,120588962,,-0.2064,Health Technology,Medical Specialties
CTVA,"Corteva, Inc.",52.55,-0.11404676,-0.06,Neutral,11700545,614863639.75,37298096453,40.62306741,1.3015,Process Industries,Chemicals: Agricultural
CTV,Innovid Corp.,1.23,-2.38095238,-0.03,Buy,245429,301877.67,171343004,,-0.3153,Technology Services,Packaged Software
CTSO,Cytosorbents Corporation,1.98,-2.46305419,-0.05,Sell,141844,280851.12,87837530,,-0.6049,Health Technology,Medical Specialties
CTSH,Cognizant Technology Solutions Corporation,70.17,-1.12723686,-0.8,Neutral,9871524,692684839.08,35438754979.99999,16.37611146,4.2911,Technology Services,Information Technology Services
CTS,CTS Corporation,41.68,-1.72129215,-0.73,Sell,1075297,44818378.96,1306892131.0000002,22.95027807,1.8293,Electronic Technology,Electronic Production Equipment
CTRN,"Citi Trends, Inc.",21.61,-0.87155963,-0.19,Neutral,77347,1671468.67,185069264,8.96754917,2.4098,Retail Trade,Apparel/Footwear Retail
CTRM,Castor Maritime Inc.,0.411,1.73267327,0.007,Sell,184806,75955.266,38884746,0.4329506,0.9493,Transportation,Marine Shipping
CTRE,"CareTrust REIT, Inc.",20.28,0.29673591,0.06,Strong Buy,1828132,37074516.96,2017379031,59.61199295,0.3403,Finance,Real Estate Investment Trusts
CTRA,Coterra Energy Inc.,27.92,-2.20665499,-0.63,Neutral,10826258,302269123.36,21080871317,7.036113,3.9854,Energy Minerals,Integrated Oil
CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,31.88,-1.14728682,-0.37,Sell,13671,435831.48,231557000,,,Miscellaneous,Investment Trusts/Mutual Funds
CTOS,"Custom Truck One Source, Inc.",6.53,-0.1529052,-0.01,Sell,650761,4249469.33,1608094655.0000002,29.98163453,0.2182,Finance,Finance/Rental/Leasing
CTO/PA,"CTO Realty Growth, Inc. 6.375% Series A Cumulative Redeemable Preferred Stock",19.16,0.84210526,0.16,Sell,2957,56656.12,382008557,,-0.3076,Finance,Real Estate Investment Trusts
CTO,"CTO Realty Growth, Inc.",16.83,-0.41420118,-0.07,Sell,127577,2147120.91,382008557,,-0.3076,Finance,Real Estate Investment Trusts
CTNT,Cheetah Net Supply Chain Service Inc.,2.4,7.62331839,0.17,Buy,71640,171936,39998400,,,Industrial Services,Engineering & Construction
CTMX,"CytomX Therapeutics, Inc.",1.38,0,0,Sell,111843,154343.34,92139542.00000001,,-0.5523,Health Technology,Pharmaceuticals: Major
CTM,"Castellum, Inc.",0.3065,-14.86111111,-0.0535,Sell,267646,82033.499,14566339,,-0.421,Process Industries,Chemicals: Major Diversified
CTLT,"Catalent, Inc.",49.16,-1.02677673,-0.51,Buy,3824187,187997032.92,8862158146,,-1.2818,Health Technology,Pharmaceuticals: Major
CTLP,"Cantaloupe, Inc.",6.76,3.20610687,0.21,Sell,806713,5453379.88,491211761,,-0.0022,Finance,Regional Banks
CTKB,"Cytek Biosciences, Inc.",7,-0.84985836,-0.06,Sell,5291843,37042901,954521393,,-0.0441,Health Technology,Medical Specialties
CTIB,Yunhong CTI Ltd.,1.82,8.33333333,0.14,Buy,126892,230943.44,36576097,,-0.113,Producer Manufacturing,Miscellaneous Manufacturing
CTHR,Charles & Colvard Ltd.,0.7476,-2.90909091,-0.0224,Strong Sell,209245,156431.562,22819522,,-0.3389,Consumer Durables,Other Consumer Specialties
CTGO,"Contango ORE, Inc.",19.45,3.67803838,0.69,Buy,191880,3732066,182711786.99999997,,-5.6246,Non-Energy Minerals,Precious Metals
CTG,"Computer Task Group, Incorporated",10.31,0.19436346,0.02,Buy,44784,461723.04,165422050,62.75106512,0.1725,Commercial Services,Personnel Services
CTEX,ProShares S&P Kensho Cleantech ETF,27.3376,-1.64031158,-0.4559,Sell,1,27.3376,,,,Miscellaneous,Investment Trusts/Mutual Funds
CTEC,Global X CleanTech ETF,11.76,-2,-0.24,Strong Sell,7244,85189.44,,,,Miscellaneous,Investment Trusts/Mutual Funds
CTDD,Qwest Corporation 6.75% Notes due 2057,12.24,0.32786885,0.04,Sell,124642,1525618.08,,,,Communications,Major Telecommunications
CTCX,Carmell Therapeutics Corporation,4.75,4.85651214,0.22,Neutral,367590,1746052.5,109637800,47.59519038,0.0998,Health Technology,Biotechnology
CTBI,"Community Trust Bancorp, Inc.",35.06,-1.90263011,-0.68,Sell,255027,8941246.62,630779235.9999999,7.78229118,4.5089,Finance,Regional Banks
CTBB,Qwest Corporation 6.5% Notes due 2056,11.9,0.16835017,0.02,Sell,185892,2212114.8,,,,Communications,Major Telecommunications
CTAS,Cintas Corporation,515.08,-1.58584585,-8.3,Buy,841890,433640701.2000001,52752238731,39.66608653,13.208,Consumer Services,Other Consumer Services
CTA/PB,"EIDP, Inc. Preferred Stock $4.50 Series",75.61,0.81333333,0.61,Neutral,1247,94285.67,,,,Process Industries,Chemicals: Specialty
CTA/PA,"EIDP, Inc. Preferred Stock $3.50 Series",57.8907,-0.18844828,-0.1093,Sell,1486,86025.5802,,,,Process Industries,Chemicals: Specialty
CTA,Simplify Exchange Traded Funds Simplify Managed Futures Strategy ETF,26.93,1.126549,0.3,Strong Buy,40256,1084094.08,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSX,CSX Corporation,30.85,-0.6121134,-0.19,Neutral,25501239,786713223.1500001,61895279910,15.55645202,1.9874,Transportation,Railroads
CSWI,"CSW Industrials, Inc.",178.33,-2.01648352,-3.67,Sell,85302,15211905.66,2771970504,28.35135135,6.3051,Process Industries,Industrial Specialties
CSWCZ,Capital Southwest Corporation - 7.75% Notes due 2028,25.27,0.35742653,0.09,Buy,1532,38713.64,,,,,
CSWC,Capital Southwest Corporation,22.1,0.59171598,0.13,Buy,447934,9899341.4,882919732.9999999,14.08450704,1.5691,Finance,Investment Managers
CSV,"Carriage Services, Inc.",31.57,-1.18935837,-0.38,Buy,151189,4773036.73,472468835.00000006,15.72211155,2.1066,Consumer Services,Other Consumer Services
CSTR,"CapStar Financial Holdings, Inc.",14.21,-1.66089965,-0.24,Buy,155479,2209356.59,295915917,9.44123314,1.508,Finance,Regional Banks
CSTM,Constellium SE,17.53,-1.35059088,-0.24,Buy,766972,13445019.16,2529606971,12.00767176,1.4838,Commercial Services,Miscellaneous Commercial Services
CSTL,"Castle Biosciences, Inc.",17.3,-1.70454545,-0.3,Strong Sell,459840,7955232,463808285,,-3.3504,Health Technology,Medical Specialties
CSTE,Caesarstone Ltd.,4.61,-1.91489362,-0.09,Neutral,35236,162437.96,159078681,,-3.7867,Non-Energy Minerals,Other Metals/Minerals
CSTA.U,Constellation Acquisition Corp I,10.75,0,0,Buy,100,1075,132539594,,,Finance,Financial Conglomerates
CSTA,Constellation Acquisition Corp I,10.75,-0.0929368,-0.01,Neutral,12084,129903,131621305.81986143,68.86611147,0.1561,Finance,Financial Conglomerates
CSSEP,"Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock",7.22,-0.45223914,-0.0328,Sell,40569,292908.18,10061158,,-8.0792,Consumer Services,Movies/Entertainment
CSSEN,"Chicken Soup for the Soul Entertainment, Inc. - 9.50% Notes due 2025",22.4378,-0.14330218,-0.0322,Sell,4071,91344.2838,10061158,,-8.0792,Consumer Services,Movies/Entertainment
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",0.3206,-2.84848485,-0.0094,Sell,1684060,539909.636,10061158,,-8.0792,Consumer Services,Movies/Entertainment
CSR/PC,D/B/A Centerspace 6.625% Series C,24.415,-0.67127746,-0.165,Neutral,2207,53883.905,932970800,14.57873052,2.1818,Finance,Real Estate Investment Trusts
CSR,D/B/A Centerspace,62.41,0.66129032,0.41,Neutral,256305,15995995.05,932970800,37.26637607,2.1818,Finance,Real Estate Investment Trusts
CSQ,Calamos Strategic Total Return Fund,14.55,0.34482759,0.05,Sell,200820,2921931,2307440000,,,Miscellaneous,Investment Trusts/Mutual Funds
CSPI,CSP Inc.,21.9,3.79146919,0.8,Strong Buy,51380,1125222,103533856,19.74752029,1.1244,Technology Services,Information Technology Services
CSML,IQ U.S. Small Cap ETF,31.8637,-0.91362824,-0.2938,Sell,87,2772.1419,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSMD,Professionally Managed Portfolios Congress SMid Growth ETF,25.062,-0.43066459,-0.1084,Strong Sell,2001,50149.062,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSM,ProShares Large Cap Core Plus,50.7385,-1.07236515,-0.55,Sell,6612,335482.962,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSLR,"Complete Solaria, Inc.",2.81,9.3385214,0.24,Neutral,1069703,3005865.43,127266453.99999999,,-0.0671,Industrial Services,Engineering & Construction
CSLMU,CSLM Acquisition Corp.,10.72,-7.42659758,-0.86,Buy,234,2508.48,151936949,,,Finance,Financial Conglomerates
CSLM,CSLM Acquisition Corp.,10.635,0.04703669,0.005,Strong Buy,2890,30735.15,151651755.2900047,41.55920281,0.2559,Finance,Financial Conglomerates
CSL,Carlisle Companies Incorporated,269.28,-1.85873606,-5.1,Buy,1283737,345684699.35999995,13442193050,19.34343797,14.0854,Producer Manufacturing,Building Products
CSIQ,Canadian Solar Inc.,27.34,-1.86647523,-0.52,Sell,839586,22954281.24,1767140366.9999998,4.75329462,6.3392,Electronic Technology,Semiconductors
CSHI,NEOS Enhanced Income Cash Alternative ETF,50.12,0.06288869,0.0315,Buy,24581,1231999.72,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSGS,"CSG Systems International, Inc.",52.7,-0.93984962,-0.5,Sell,849750,44781825,1673161598,24.01895994,2.2086,Technology Services,Data Processing Services
CSGP,"CoStar Group, Inc.",79.12,-1.9092487,-1.54,Sell,4510206,356847498.72,32307593616.999996,83.24915825,0.9542,Technology Services,Internet Software/Services
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,49.37,-1.20072043,-0.6,Strong Sell,8951,441910.87,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSD,Invesco S&P Spin-Off ETF,56.5642,-0.41391355,-0.2351,Sell,1307,73929.4094,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSCO,"Cisco Systems, Inc.",56.04,-0.58541778,-0.33,Neutral,44029151,2467393622.04,227234227316,18.24872187,3.0836,Technology Services,Information Technology Services
CSBR,"Champions Oncology, Inc.",5.25,-3.13653137,-0.17,Strong Sell,8640,45360,70765877,,-0.5601,Health Technology,Biotechnology
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,50.64,-0.56940899,-0.29,Sell,13413,679234.32,,,,Miscellaneous,Investment Trusts/Mutual Funds
CSAN,Cosan S.A.,15.29,1.05750165,0.16,Buy,591532,9044524.28,7103442474.705,,-0.5025,Utilities,Gas Distributors
CSA,VictoryShares US Small Cap Volatility Wtd ETF,60.1101,-0.91828863,-0.5571,Sell,211,12683.2311,,,,Miscellaneous,Investment Trusts/Mutual Funds
CRWS,"Crown Crafts, Inc.",5.01,0.60240964,0.03,Buy,50973,255374.73,50873077,11.07427056,0.4532,Consumer Durables,Home Furnishings
CRWD,"CrowdStrike Holdings, Inc.",165.45,-3.09260235,-5.28,Buy,4727597,782180923.65,39507534420.00001,,-0.3994,Technology Services,Packaged Software
CRVS,"Corvus Pharmaceuticals, Inc.",1.58,0.63694268,0.01,Sell,135883,214695.14,77366064,,-0.8354,Health Technology,Pharmaceuticals: Major
CRVO,CervoMed Inc.,5.33,8.7755102,0.43,Sell,27580,147001.4,27412322,,-9.6196,Commercial Services,Miscellaneous Commercial Services
CRVL,CorVel Corp.,199.49,0.26134593,0.52,Sell,155879,31096301.71,3414019509.0000005,50.1785894,4.033,Finance,Insurance Brokers/Services
CRUZ,"Defiance Hotel, Airline, and Cruise ETF",19.67,-0.45546559,-0.09,Sell,13352,262633.84,,,,Miscellaneous,Investment Trusts/Mutual Funds
CRUS,"Cirrus Logic, Inc.",73.17,-0.3133515,-0.23,Sell,1487024,108805546.08,4003109599.000001,27.60298778,2.7503,Electronic Technology,Semiconductors
CRTO,Criteo S.A.,29.3,-0.34013605,-0.1,Sell,265658,7783779.4,1680423782,318.13246471,0.1107,Commercial Services,Advertising/Marketing Services
CRT,Cross Timbers Royalty Trust,22.13,-2.07964602,-0.47,Buy,15204,336464.52,132779995.00000001,10.07511951,2.1965,Miscellaneous,Investment Trusts/Mutual Funds
CRSR,"Corsair Gaming, Inc.",15.2,0.59563203,0.09,Sell,733583,11150461.6,1562284374.0000002,520.54794521,0.0344,Technology Services,Packaged Software
CRSP,CRISPR Therapeutics AG,50.58,-1.3650546,-0.7,Neutral,1428619,72259549.02,4016631451.000001,,-5.3061,Health Technology,Biotechnology
CRS,Carpenter Technology Corporation,67.02,-3.33189096,-2.31,Buy,1291192,86535687.83999999,3273790465.9999995,59.19971734,1.1436,Non-Energy Minerals,Other Metals/Minerals
CRPT,First Trust SkyBridge Crypto Industry and Digital Economy ETF,5.3538,-2.10641799,-0.1152,Sell,3760,20130.288,,,,Miscellaneous,Investment Trusts/Mutual Funds
CROX,"Crocs, Inc.",87.99,-3.00925926,-2.73,Strong Sell,3329759,292985494.40999997,5424078005.999999,8.2235182,10.818,Consumer Non-Durables,Apparel/Footwear
CRON,Cronos Group Inc. Common Share,2.39,-3.2388664,-0.08,Buy,6001014,14342423.46,910803559.3692307,,-0.38293344,Health Technology,Pharmaceuticals: Other
CRNX,"Crinetics Pharmaceuticals, Inc.",29.49,0.71721311,0.21,Buy,3495409,103079640.9,1950120506.0000005,,-3.4079,Health Technology,Pharmaceuticals: Major
CRNT,Ceragon Networks Ltd.,1.91,0,0,Neutral,155826,297627.66,161120545,382,0.0055,Electronic Technology,Telecommunications Equipment
CRNC,Cerence Inc.,21.27,-2.20689655,-0.48,Sell,1494511,31788248.97,857888044,,-6.9505,Technology Services,Packaged Software
CRMT,"America's Car-Mart, Inc.",90.08,-2.75288783,-2.55,Sell,109147,9831961.76,574889581,54.5212444,1.7069,Retail Trade,Specialty Stores
CRMD,CorMedix Inc.,3.91,-1.51133501,-0.06,Sell,1443636,5644616.76,214315090,,-0.8507,Health Technology,Biotechnology
CRM,"Salesforce, Inc.",214.61,-1.90602432,-4.17,Sell,9939044,2133018232.84,208815530594,134.4000501,1.6136,Technology Services,Packaged Software
CRL,"Charles River Laboratories International, Inc.",207.88,0.05775895,0.12,Buy,628936,130743215.68,10658289460,22.06934624,9.4906,Commercial Services,Miscellaneous Commercial Services
CRKN,Crown Electrokinetics Corp.,0.83,7.98855061,0.0614,Sell,1990862,1652415.46,2505382,,-40.0524,Commercial Services,Miscellaneous Commercial Services
CRK,"Comstock Resources, Inc.",11.62,-3.24729392,-0.39,Strong Sell,7917544,92001861.28,3235943370.0000005,3.34224983,3.9052,Energy Minerals,Oil & Gas Production
CRIT,Exchange Traded Concepts Trust Optica Rare Earths & Critical Materials ETF,19.1743,0.14885771,0.0285,Buy,122,2339.2646,,,,Miscellaneous,Investment Trusts/Mutual Funds
CRIS,"Curis, Inc.",0.488,-2.4,-0.012,Sell,834876,407419.488,57439822,,-0.5026,Health Technology,Biotechnology
CRI,"Carter's, Inc.",69.26,-0.70250896,-0.49,Sell,1032009,71476943.34,2580510520,12.89829972,5.3715,Retail Trade,Apparel/Footwear Retail
CRH,CRH PLC,54.77,-1.68730928,-0.94,Sell,14007030,767165033.1,39023586201.48319,13.78589947,4.0046,Non-Energy Minerals,Construction Materials
CRGY,Crescent Energy Company,12.45,0.32232071,0.04,Neutral,3707866,46162931.7,2216186091,2.92658847,4.2664,Energy Minerals,Integrated Oil
CRGO,Freightos Limited,2.95,4.60992908,0.13,Buy,4668,13770.6,139934303,,,Technology Services,Internet Software/Services
CRGE,"Charge Enterprises, Inc.",0.6289,-2.93255132,-0.019,Neutral,796628,500999.3492,135203777,,-0.0938,Industrial Services,Engineering & Construction
CRF,"Cornerstone Total Return Fund, Inc. (The)",8,-0.49751244,-0.04,Sell,671018,5368144,818520000,6.39692947,1.2506,Miscellaneous,Investment Trusts/Mutual Funds
CREX,"Creative Realities, Inc.",1.5,-9.09090909,-0.15,Strong Sell,92841,139261.5,15613541,,-0.5884,Commercial Services,Advertising/Marketing Services
CRESY,Cresud S.A.C.I.F. y A.,7.23,-0.95890411,-0.07,Sell,33802,244388.46,786288521.10504,,,Process Industries,Agricultural Commodities/Milling
CREG,Smart Powerr Corp.,1.14,-2.555774,-0.0299,Neutral,11156,12717.84,8878327,,-0.5567,Utilities,Electric Utilities
CRED,Columbia ETF Trust I Columbia Research Enhanced Real Estate ETF,19.8852,-0.35577916,-0.071,Neutral,1,19.8852,,,,Miscellaneous,Investment Trusts/Mutual Funds
CRDT,Simplify Exchange Traded Funds Simplify Opportunistic Income ETF,25.51,-0.03918495,-0.01,Buy,7545,192472.95,,,,Miscellaneous,Investment Trusts/Mutual Funds
CRDO,Credo Technology Group Holding Ltd,14.96,-2.60416667,-0.4,Sell,3356439,50212327.44000001,2244429841.0000005,,-0.1897,Technology Services,Information Technology Services
CRDL,Cardiol Therapeutics Inc.,0.975,-1.65422635,-0.0164,Buy,99741,97247.475,63011841.52671756,,-0.35637856,Health Technology,Biotechnology
CRDF,"Cardiff Oncology, Inc.",1.73,-5.72207084,-0.105,Sell,159423,275801.79,77291505,,-0.8938,Health Technology,Medical Specialties
CRD.B,Crawford & Company,9.32,-1.89473684,-0.18,Buy,33570,312872.4,475794192.00000006,,-0.2134,Finance,Insurance Brokers/Services
CRD.A,Crawford & Company,9.98,-3.85356455,-0.4,Sell,234738,2342685.24,475794192,,-0.2134,Finance,Insurance Brokers/Services
CRCT,"Cricut, Inc.",9.25,-2.73396425,-0.26,Sell,387172,3581341,2036178584,41.95011338,0.2244,Distribution Services,Wholesale Distributors
CRC,California Resources Corporation,57.2,-1.37931034,-0.8,Buy,3269669,187025066.8,3944638993,4.713949,12.504,Energy Minerals,Integrated Oil
CRBU,"Caribou Biosciences, Inc.",5.86,3.71681416,0.21,Sell,11824514,69291652.04,517348792,,-1.8191,Health Technology,Biotechnology
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.02,1.2987013,0.09,Buy,19482,136763.64,31054256,,-11.0079,Health Technology,Pharmaceuticals: Major
CRBN,iShares MSCI ACWI Low Carbon Target ETF,155.7677,-0.80916515,-1.2707,Neutral,4878,759834.8406,,,,Miscellaneous,Investment Trusts/Mutual Funds
CRBG,Corebridge Financial Inc.,18.76,0.86021505,0.16,Buy,6864198,128772354.48,12158912170,5.78762263,3.2442,Finance,Investment Managers
CRAK,VanEck Oil Refiners ETF,35.432,-0.77849342,-0.278,Buy,21694,768661.808,,,,Miscellaneous,Investment Trusts/Mutual Funds
CRAI,"CRA International,Inc.",106.53,-1.26969416,-1.37,Sell,120229,12807995.37,745892760.9999999,19.79890719,5.4785,Commercial Services,Miscellaneous Commercial Services
