,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
1977,SGML,23.27,62.54,-14.5,140.6,,-167.7,-162.1,-203.8,,78.62,,3.29,69.29,,,0.59,,1.16,60414.8,91947.15,,,,,,,-79.57,-79.66,-49.41,,,4.79,,-1.26,,,7.5,,,,,,,,,,,31.16,,,,,,,,,,,,,,,,,,44.88,0.85,-23.85,-36.96,-25.73,-41.68,,-35.99,,-1.55,,,,,Sigma Lithium Corporation,37.7,2.27889311,0.84,Strong Buy,763891,28798690.70000001,4124380094.5825167,,-1.22544736,Non-Energy Minerals,Other Metals/Minerals
1978,SGRY,13.76,33.32,-36.4,38.4,,-8,36.4,-9.8,-10,22.16,,7.28,30.03,1.24,,0.39,0.06,1.77,12.28,24.56,60.16,6.68,1.42,Grey,,,21.68,15.75,92.15,,13.76,2.23,2.54,4.61,0.31,,16.26,15.1,,10.28,22.68,1.75,,,-2.04,WACC vs ROIC,14.26,1.96,,,,1.29,5/9,,,,53.42,,,,,22.52,,,1.61,,1.61,-0.83,23.62,5.17,-3.27,,5.77,Beneish M-Score,4.69,,ROIC,,2,"Surgery Partners, Inc.",31.21,-3.01429459,-0.97,Strong Sell,1034506,32286932.26,3948031309.999999,,-0.5594,Health Services,Hospital/Nursing Management
1979,SHAK,51.1,25.89,-4.5,5,,-14.9,,-48.1,7.6,21.28,,37.26,21.92,2.11,,1.97,0.4,2.19,2.75,11.27,4.75,8.94,1.84,Grey,,,8056.62,34.84,-49.77,206.74,22.19,2.32,2.93,0.01,0.27,,178.57,-17.24,,18.24,43.14,,,,-0.74,WACC vs ROIC,-0.67,6.03,,,,2.53,5/9,,,,,,,,,24.61,,,58.02,6.03,2.16,-0.49,0.04,0.03,-1.83,,-3.31,Beneish M-Score,-1.44,182.59,ROIC,,5,"Shake Shack, Inc.",62.08,0.01611084,0.01,Sell,1601158,99399888.64,2626418592.0,,-0.1871,Consumer Services,Restaurants
1980,SHC,9.35,44.3,-4.7,,,,-118.1,-2.9,4.3,63.34,,-6.94,49.73,0.92,,1.31,0.11,2.73,33.09,51.84,43.11,-78.24,5.56,Grey,,,-35.3,-215.41,-18.66,11.98,10.5,5.69,6.56,-2.83,0.14,,16.72,,18,6.83,54.17,1.91,,,-27.48,WACC vs ROIC,22.53,10.51,,,,4.54,2/9,,,,,,,,,,,,,,2.52,-8.79,-21.64,-6.77,-56.54,,7.57,Beneish M-Score,-5.62,,ROIC,,1,Sotera Health Company,15.55,1.83366077,0.28,Sell,1804209,28055449.95000001,4394674541.0,,-0.955,Health Technology,Medical Specialties
1981,SHCO,18.74,53.78,1.1,52.6,,22.8,-20.2,20.8,33.5,37.44,,19.76,48.98,0.04,,0.3,0.06,0.98,22.66,60.99,14.14,23.53,-41.87,Grey,,,-351.37,36.99,-42.01,,,2.53,3.23,-0.28,-0.02,,,,,32.71,22.07,,,,-8.95,WACC vs ROIC,-4.93,,,,,1.33,6/9,,,,,,,,,148.73,,,,,0.82,-3.93,-0.58,-0.48,,,-2.52,Beneish M-Score,-16.6,,ROIC,,,Soho House & Co Inc.,7.1,-1.25173853,-0.09,Buy,309978,2200843.8,1395616263.0,,-0.4862,Commercial Services,Miscellaneous Commercial Services
1982,SHEL,14.75,65.94,5.2,8.8,-16.9,20.5,46.6,41.1,9.2,67.51,1.5,9.68,68.68,2.62,,0.47,0.54,1.46,38.68,78.44,58.15,1.14,0.44,Grey,0.26,3.58,4.92,3.6,5.9,5.95,3.96,0.73,0.71,20.33,0.46,3.58,8.06,22.7,-13.67,-11.67,17.12,11.24,,,8.1,WACC vs ROIC,12.62,1.14,7.9,7.9,0.79,0.61,6/9,,,,5.21,0.66,0.91,,,3.4,5.19,0.67,0.52,1.32,1.18,6.73,24.83,16.11,15.37,,8.73,Beneish M-Score,9.58,16.58,ROIC,,9,Shell PLC,64.65,-1.05601469,-0.69,Buy,4787592,309517822.8,212300716793.6438,7.9159065,8.2405,Energy Minerals,Integrated Oil
1983,SHEN,22.59,47.1,-0.3,10.2,-34.9,14,,,8.9,47.1,0.09,21.43,44.12,2.74,,0.32,0.15,0.96,,139.82,24.06,2.39,0.28,Grey,,0.38,378.39,16.06,-9.19,,17.56,4.53,4.31,0.26,0.63,0.38,,0.74,,,61.75,N/A,,N/A,-0.25,WACC vs ROIC,1.14,1.62,,,,3.79,4/9,,,,,,1.08,,,10.03,,,1.65,1.86,0.96,-0.07,0.43,0.36,-0.11,,-0.18,Beneish M-Score,-7.78,6.66,ROIC,,8,Shenandoah Telecommunications Co,20.98,0.23889154,0.05,Buy,685943,14391084.14,1054537735.0000002,,-0.0141,Communications,Major Telecommunications
1984,SHG,1.81,68.63,-3.4,3.9,3.7,,6.5,-3.2,0.5,83.92,8.28,-1.67,75.4,,,,,,,,,,,,0.27,6.07,,,6.27,,,9.6,4.61,,,6.07,4.17,17.5,1.6,,,,,,21.13,,,0.37,4.51,4.51,0.7,0.92,,0.33,0.1,,1.24,0.29,0.68,,,1.19,1.41,0.7,0.27,0.42,,0.67,,,9.09,,,,-19.37,5.35,,,10,Shinhan Financial Group Co Ltd,28.49,2.51889169,0.7,Strong Buy,98542,2807461.58,14753014690.55171,4.49539258,6.3376,Finance,Financial Conglomerates
1985,SHLS,-16.55,48.94,6.1,32.9,,70.7,77.9,1.6,31,49.49,,2.89,51.19,9.37,,0.08,0.03,2.59,112.35,29.03,62.81,0.98,0.4,Grey,,,19.26,18.34,50.1,19.02,18.09,5.46,9.65,5.19,0.65,,22.83,,16.3,43.07,42.76,4.39,,,37.53,WACC vs ROIC,24.67,6.73,21.42,21.42,,7.52,5/9,,,,39.74,2.89,,,,37.27,,,,8.75,1.71,23.67,194.13,35.05,56.19,,15.47,Beneish M-Score,0.55,,ROIC,,5,"Shoals Technologies Group, Inc.",20.99,-4.50409463,-0.99,Neutral,2564082,53820081.18,3567030043.0,22.18347073,1.216,Electronic Technology,Semiconductors
1986,SHO,-18.38,55.2,2.4,-6.7,-48.7,-8.2,-14.3,-8.6,-4.6,67.97,2.13,-7.17,61.19,2.17,,0.73,0.13,1.54,,42.81,15.93,2.99,0.4,Grey,0.48,2.15,19.67,10.52,12.85,42.49,11.96,3.41,2.89,5.08,0.68,3,133.33,5.57,,9.39,52.83,3.04,,,10.13,WACC vs ROIC,13.48,1.06,22.19,22.19,,1.94,8/9,,,9.82,8.63,1.02,0.71,,,8.63,,,0.58,1.06,1.54,3.31,710.2,5.21,4.88,,4.45,Beneish M-Score,-3.16,21.18,ROIC,,9,"Sunstone Hotel Investors, Inc.",9.32,1.74672489,0.16,Buy,5053611,47099654.52,1930961270.0,22.1957609,0.4207,Finance,Real Estate Investment Trusts
1987,SHOO,21.35,34.32,2.8,3,13.8,16.6,17.9,7.5,8.4,22.95,2.62,1.59,28.47,7.71,,0.86,2.07,2.61,75.87,36.84,7.74,0.59,0.16,Grey,0.39,2.64,10.83,10,7.79,9.31,8.64,1.08,1.17,9.23,0.65,2.64,12.45,18.97,,1.62,41.99,N/A,,N/A,8.49,WACC vs ROIC,10.8,2.93,14.79,14.79,1.83,1.26,6/9,,,,8.37,1.69,0.76,,6.32,7.81,8.69,1.2,1.05,4.36,1.95,13.1,129.68,22.16,19.79,,21.13,Beneish M-Score,6.33,18.17,ROIC,,9,"Steven Madden, Ltd.",31.8,-0.50062578,-0.16,Sell,1525291,48504253.8,2395002463.0,14.77351916,2.1985,Consumer Non-Durables,Apparel/Footwear
1988,SHOP,63.49,52.82,-3.1,35.6,,-274.7,-191.7,,46.9,43.32,,27.1,51.59,22.12,,5.43,4.22,6.71,,54.76,20.89,-0.98,0.15,Grey,,,-62.02,-67.51,623.78,-126.56,-137.23,9.2,12.4,-1.61,0.77,,90.09,,,23.05,47.8,,,,-32.13,WACC vs ROIC,-16.23,10.72,,,,12.85,3/9,,,,652.14,,,31.51,21.81,451.82,,,10.08,11.4,6.71,-18.97,-322.3,-12.82,-24.36,,-21.43,Beneish M-Score,-0.17,,ROIC,,2,Shopify Inc.,62.38,-1.60883281,-1.02,Buy,8627234,538166856.9200001,80019356586.0,,-1.5852,Technology Services,Packaged Software
1989,SHW,22.96,37.41,2.2,-7,16.8,9.3,12,-11.8,9.8,19.47,2.11,27.11,30.56,3.87,,0.03,0.02,1,72.36,75.25,46.01,3.06,3.4,Grey,0.27,0.92,23.64,20.08,46.32,20.53,18.64,3.37,3.53,4.23,0.16,0.92,24.88,14.55,9.48,4.15,44.06,7.93,,,10.2,WACC vs ROIC,14.87,18.53,29.04,29.04,2.36,2.96,9/9,1.38,2.11,,38.88,,1.16,,,26.42,40.34,2.47,2.39,,0.62,10.35,63.09,21.09,79.56,,14.63,Beneish M-Score,1.18,41.2,ROIC,,10,Sherwin-Williams Company (The),261.63,-2.40235759,-6.44,Sell,2620142,685507751.46,67277794865.00001,29.03354677,9.1189,Process Industries,Industrial Specialties
1990,SID,-3.59,54.75,1.3,25.9,25.1,27.8,-3.3,,22,71.83,8.81,-13.88,61.01,0.97,,0.71,0.31,1.53,115,117.4,24.58,5.37,2.3,Grey,,8.82,12.87,6.41,-12.04,6.56,4.36,1.09,1.14,7.77,0.22,8.82,6.81,38.19,,-1.79,25.51,1.51,,,-0.88,WACC vs ROIC,13.27,0.89,,,,0.37,4/9,,,,,,0.52,,,6.38,,,0.3,2.11,1.01,-0.47,15.42,6.24,-1.95,,-6.43,Beneish M-Score,-35.03,5.67,ROIC,,7,Companhia Siderurgica Nacional S.A.,2.55,0.0,0.0,Buy,1862088,4748324.4,3357502494.34,,-0.085,Non-Energy Minerals,Steel
1991,SIG,34.53,54.17,5,14.6,-18.5,18.7,68,12.8,5.3,58.18,1.12,15.13,55.82,3.09,,0.37,0.53,1.61,174.41,57.48,1.13,1.67,0.58,Grey,0.1,1.13,7.75,6.06,9.11,7.06,5.81,0.65,0.63,12.9,0.37,1.21,7.25,18.79,,-0.23,38.6,115.91,,,6.47,WACC vs ROIC,8.77,2.12,8.68,8.68,,0.61,6/9,,,,18.42,1.71,0.93,,,11.91,9.15,,0.39,7.54,0.48,7.75,25.52,14.27,22.62,,12.41,Beneish M-Score,8.22,17.75,ROIC,,8,Signet Jewelers Limited,76.32,-1.8392283,-1.43,Buy,1263971,96466266.72,3425713020.0,9.0011676,9.9878,Retail Trade,Specialty Stores
1992,SIGI,22.27,49.1,-0.5,1.5,11.2,-6.6,-7.9,19.7,7.2,47.63,2.08,8.44,49.06,,,,,,,,,,,,0.27,1.2,18.08,16.45,8.22,,,1.45,1.76,5.53,,1.2,13.07,17.73,,10.83,,,,,7.21,,,2.44,22.45,22.45,3.51,1.58,,0.98,0.4,,7.26,1.56,1.16,,,7.1,7.94,2.93,0.68,2.45,,2.6,,,10.87,,2.83,,0.98,23.5,,,10,"Selective Insurance Group, Inc.",99.66,-1.56064797,-1.58,Sell,621887,61977258.41999999,6036093129.0,22.39550562,4.4816,Finance,Property/Casualty Insurance
1993,SIM,20.13,27.22,0.1,13.9,,64.2,,,16.8,2.91,,8.06,14.91,5.59,,1.54,4034.96,3.29,134.61,89.91,57.23,,,Grey,,,9.51,8.23,20.56,,,,1.47,10.52,0.73,,,23.6,,,25.12,218.99,,,8.13,WACC vs ROIC,20.36,1.83,26.59,26.59,0.86,2.04,4/9,,,,29.44,1.51,1.93,30.92,3.37,16.15,73.16,1.06,1.17,1.92,2.34,5.7,29.16,13.68,7.85,,14.54,Beneish M-Score,0.14,28.53,ROIC,,8,"Grupo Simec, S.A.B. de C.V.",32.78,-8.33333333,-2.98,Sell,477,15636.06,5701271157.664316,21.25810636,1.542,Non-Energy Minerals,Steel
1994,SIMO,-17.79,31.21,1.7,12.8,6.3,42.1,41,-6.9,29.8,8.45,1.58,-2.64,21.6,7.4,,2.04,No Debt,5.97,257.88,44.02,101.05,,,Grey,0.19,0.97,17.05,13.77,17.39,,11.98,2.09,2.08,5.87,0.8,,14.35,24.1,,,43.97,No Debt,,,12.24,WACC vs ROIC,12.21,2.26,19.51,19.51,0.96,2.39,5/9,0.83,1.7,,19.93,1.4,0.77,27.3,3.15,13.62,19.07,0.82,1.17,2.26,3.93,9.25,17.11,11.44,12.24,,13.24,Beneish M-Score,0.68,17.7,ROIC,,10,Silicon Motion Technology Corporation,51.32,-0.23328149,-0.12,Sell,483159,24795719.88,1714460984.0,19.53782312,2.6357,Electronic Technology,Semiconductors
1995,SIRI,-20.71,39.09,4.1,-72.8,21.6,12.7,15.7,2.7,10.2,31.33,5.1,29.4,35.95,1.58,,0.02,0.01,0.32,,98.2,22.82,3.9,-3.14,Grey,0.32,2.43,13.76,10.52,19.85,12,9.12,2.68,2.94,7.27,-0.31,2.43,12.15,17.12,12.17,2.68,49.39,4.74,,,12.89,WACC vs ROIC,22.7,,13.76,13.76,1.55,1.77,6/9,1.19,0.59,,11.9,,0.38,,,8.33,13.1,1.58,0.94,,0.32,11.45,104.62,26.76,Neg. Equity,,14.86,Beneish M-Score,4.29,19.95,ROIC,,10,Sirius XM Holdings Inc.,3.99,-7.63888889,-0.33,Strong Sell,81818507,326455842.93,15331188311.0,13.54378819,0.2973,Consumer Services,Broadcasting
1996,SITC,6.58,55.67,-2.9,2,-13.4,3.1,30.3,-6.5,-2.3,61.01,1.01,8.65,58.7,-0.3,,0.12,0.01,0.43,,454.32,39.44,4.78,0.97,Grey,1.08,3.8,24.53,11.74,19.15,15.94,12.33,,8.73,4.08,0.5,3.8,,7.07,,,69.16,1.48,,,20.76,WACC vs ROIC,21.79,1.55,27.92,27.92,,5.25,5/9,,,10.67,11.5,1.42,1.08,,,11.5,,,0.68,1.62,0.43,2.8,1001.25,5.1,5.56,,2.99,Beneish M-Score,1.55,195.43,ROIC,,7,SITE Centers Corp.,13.68,-0.7256894,-0.1,Buy,4416236,60414108.48,2862866116.0,28.21782178,0.486,Finance,Real Estate Investment Trusts
1997,SITE,42.74,44.93,-2.6,45.3,,30.3,43.3,14.4,16.7,35.16,,20.24,41.81,5.66,,0.1,0.08,2.32,115.43,45.96,44.51,2.1,0.58,Grey,,,29.94,20.75,26.66,23.31,18.63,1.82,1.95,3.34,0.5,,32.57,22.19,,4.48,35.08,10.78,,,4.59,WACC vs ROIC,6.52,5.01,38.06,38.06,1.48,1.77,5/9,,,,24.5,4.09,,,48.33,21.96,25.52,1.52,2.47,9.88,1.06,7.13,19.13,13.12,14.52,,9.69,Beneish M-Score,-1.71,91.66,ROIC,,10,"SiteOne Landscape Supply, Inc.",159.49,-3.10449575,-5.11,Sell,318065,50728186.85,7186366770.0,38.01182135,4.2552,Producer Manufacturing,Trucks/Construction/Farm Machinery
1998,SITM,43.45,40.09,-13.2,98.8,,57,,-23,16.3,43.73,,-0.23,38.48,41.81,,18.87,61.48,21.76,249.8,67.78,59.16,-0.22,0.01,Grey,,,-34.86,-46.62,-115.24,133.55,93.33,10.24,9.89,-2.87,0.95,,95.24,,,,61.77,N/A,,N/A,-19.08,WACC vs ROIC,-28.38,3.58,,,,12.62,5/9,,,,,,,4.71,4.05,350.48,,,,3.61,19.65,-5.14,-44.3,-8,-5.44,,-39.2,Beneish M-Score,-1.4,,ROIC,,3,SiTime Corporation,115.38,1.23716768,1.41,Sell,385478,44476451.64,2562613401.0000005,,-1.731,Electronic Technology,Semiconductors
1999,SIX,-4.51,57.65,0.6,-10.5,,-5.3,-15.1,-16.9,-2.9,53.57,,-12.07,58.84,0.08,,0.08,0.02,0.44,153.7,172.34,17.61,5.87,-2.54,Grey,,,14.66,10.63,27.76,8.87,7.6,2.93,3.34,6.82,-0.37,,10.02,21.55,,1.25,92.2,2.35,,,5.83,WACC vs ROIC,25.58,,25.81,25.81,,1.53,6/9,,,,12.61,,0.41,,,7.14,27.32,,5.68,,0.37,2.97,22.11,14.5,Neg. Equity,,9.73,Beneish M-Score,9.73,18.92,ROIC,,9,Six Flags Entertainment Corporation New,24.78,-1.66666667,-0.42,Buy,2862384,70929875.52,2069618201.0,25.80981148,0.9616,Consumer Services,Movies/Entertainment
2000,SJM,3.92,22.79,2.2,-1.6,5.1,-28.3,,-8.1,5.3,10.42,4.24,-5.82,17.66,1.87,,0.36,0.16,1.28,79.02,84.43,25.35,6.98,0.64,Grey,,3.25,72.16,26.14,18.43,12.48,9.69,2.12,1.99,1.39,0.48,3.34,14.12,-0.62,7.05,1.08,34.32,8.99,,,-0.21,WACC vs ROIC,15.4,1.85,,,,1.58,6/9,,,,14.72,,0.85,,,9.23,56.39,,0.94,,0.72,-0.11,9.12,1.71,-0.22,,-1.87,Beneish M-Score,13.48,18.57,ROIC,,9,J.M. Smucker Company (The) New,126.83,-0.46303563,-0.59,Sell,2859860,362716043.8,12953328686.999998,,-0.1522,Consumer Non-Durables,Food: Specialty/Candy
2001,SJW,3.71,43.49,-2.7,4.9,6.3,20.5,43.6,-11.5,11.5,60.05,3.59,-10.97,48.68,0.97,,0.11,0.02,0.85,,40.84,33.77,6.3,1.39,Grey,0.51,2.31,23.84,14.16,-50.6,24.08,14.06,5.62,5.77,4.19,0.32,2.31,23.7,2.91,5.7,2.93,58.67,2.31,,,13.77,WACC vs ROIC,22.38,1.74,22.68,22.68,7.82,3.14,7/9,1.97,,,,2.02,0.97,,,11.13,,3.05,11.15,4.06,0.85,2.44,5.96,4.61,8,,3.75,Beneish M-Score,-4.14,26.26,ROIC,,10,SJW Group,64.87,-0.56713673,-0.37,Sell,553639,35914561.93,2060850852.0,22.61854951,2.8794,Utilities,Water Utilities
2002,SKM,-1.57,74.4,0.6,-20.5,0.3,19.6,41,88.9,22.9,93.22,6.67,-3.24,83.67,2.18,,0.29,0.18,1.01,29.71,19.26,41.54,1.85,0.95,Grey,0.69,6.62,11.9,3.51,10.15,11.82,3.7,1.09,1.19,8.4,0.38,6.62,9.91,3.55,-1.25,3.81,87.12,4.68,,,6.13,WACC vs ROIC,9.93,0.95,10.34,10.34,,0.63,7/9,,,,5.59,0.89,0.92,,,2.23,6.44,,0.47,1.7,0.98,3.48,13.56,7.49,9.31,,5.35,Beneish M-Score,7.59,5.39,ROIC,,10,"SK Telecom Co., Ltd.",20.96,0.43124102,0.09,Buy,531000,11129760.0,8157746391.723585,10.32003939,2.0317,Communications,Wireless Telecommunications
2003,SKT,65.45,52.84,-4,0.3,-17.2,-8.2,-6.1,-5.2,-6.7,58.83,1.85,35.45,54.54,1.07,,2.49,0.15,2.49,,,,6,3.12,Grey,1.05,3.95,26.69,14.99,16.89,,13.88,12.43,8.46,3.75,0.22,4.16,25.06,2.3,,,68.41,2.56,,,19.97,WACC vs ROIC,27.48,5.1,28.04,28.04,,5.59,6/9,,,12.54,11.23,2.68,1.2,,,11.23,,,1.01,5.76,2.49,4.1,180.31,6.76,18.27,,6.27,Beneish M-Score,3.22,21.81,ROIC,,9,"Tanger Factory Outlet Centers, Inc.",23.55,-0.71669477,-0.17,Buy,2216264,52193017.2,2476995395.0,28.09591983,0.8506,Finance,Real Estate Investment Trusts
2004,SKX,45.13,34.98,-0.4,15.1,,3,1.9,,12,26.05,,21.43,31.33,3.99,,0.66,0.58,2.48,151.04,84.33,44.07,2.04,0.44,Grey,,,12.27,9.79,25.46,8.89,6.86,0.89,1.04,8.15,0.54,,11.9,10.85,,10.31,49.32,N/A,,N/A,6.11,WACC vs ROIC,8.47,1.91,15.64,15.64,2.84,0.95,7/9,0.5,2.04,,23.55,1.17,0.85,,18.29,11.26,29.99,1.82,1.49,1.96,1.48,6.9,16.07,12.34,13.18,,11.05,Beneish M-Score,0.98,21.15,ROIC,,10,"Skechers U.S.A., Inc.",47.38,-0.12647555,-0.06,Sell,2922261,138456726.18,7335962558.0,15.6261337,3.0592,Consumer Non-Durables,Apparel/Footwear
2005,SKY,32.58,52.54,-0.3,37.1,,72.7,90,80.4,23.5,46.37,,6.48,51.11,11.16,,3.24,64.18,4.39,51.72,12.49,11.73,0.03,0.01,Grey,,,7.38,6.93,8.45,,11.58,1.59,1.41,13.55,0.8,,19.84,-23.5,,3.22,30.66,152.9,,,14.32,WACC vs ROIC,17.93,3.08,11.92,11.92,,1.66,6/9,,,,10.25,1.42,2.12,8.45,5.29,9.01,9.85,,1.52,3.78,3.59,22.18,207.1,36.78,29.33,,45.74,Beneish M-Score,0.67,57.07,ROIC,,7,Skyline Champion Corporation,69.63,-2.62900294,-1.88,Buy,549220,38242188.6,3978197951.0,11.90643115,5.8912,Consumer Durables,Homebuilding
2006,SKYW,121.34,52.06,-0.2,2.4,,-12.9,-39.9,,0.8,47.88,,123.87,50.79,1.12,,0.74,0.26,1.01,17.48,62.35,11.5,26.88,1.52,Grey,,,34.69,34.69,32.76,,,,1.47,2.88,0.3,,,-20.61,,,12.81,0.5,,,-0.19,WACC vs ROIC,2.34,0.88,,,,0.73,4/9,,,,14.2,,1.25,,,3.46,,,1.07,0.88,0.91,-0.07,2.14,1.99,-0.23,,0.41,Beneish M-Score,16.69,15.76,ROIC,,7,"SkyWest, Inc.",42.87,-0.85568918,-0.37,Buy,1928767,82686241.28999999,1803232086.0,,-0.07,Transportation,Airlines
2007,SLAB,5.33,30.16,9.7,19.7,,,,-28.3,38.5,22.68,,-18.32,26.39,11.6,,2.31,6.32,3.76,99.28,72.11,29.1,0.49,0.06,Grey,,,31.01,21.19,-216.49,,22.87,3.84,3.43,3.22,0.83,,39.84,19.02,,2.41,60.91,13.74,,,7,WACC vs ROIC,8.94,3.08,57.97,57.97,,4,4/9,,,,,3.51,0.81,15.77,6.91,362.26,,,2.38,4.78,3.09,3.36,46.66,6.21,4.92,,6.17,Beneish M-Score,16.01,18.76,ROIC,,10,"Silicon Laboratories, Inc.",121.73,-0.98421994,-1.21,Sell,1677770,204234942.1,3878848980.0,57.61821366,2.1791,Electronic Technology,Semiconductors
2008,SLB,47.19,56.92,-0.9,-10.1,-31.2,,,-17.8,-6.3,49.28,0.33,28.71,54.68,3.6,,0.26,0.24,1.33,60.28,113.62,82.34,1.87,0.72,Grey,0.31,1.53,18.08,13.71,30.65,11.95,10.44,2.66,3.14,5.53,0.42,1.65,16.64,-14.58,14.57,,19.41,10.26,,,12.63,WACC vs ROIC,16.03,4.62,22.11,22.11,,2.81,7/9,,,,27.38,5.79,1.13,,,17.04,27.7,,2.04,34.03,0.97,9,61.18,16.88,22.4,,13.1,Beneish M-Score,5.02,,ROIC,,6,Schlumberger N.V.,60.58,-1.65584416,-1.02,Buy,19793743,1199104950.94,86095452612.0,22.18072642,2.7705,Industrial Services,Contract Drilling
2009,SLCA,-5.75,69.89,-1,-1.3,,,,97.8,-0.8,74.19,,13.05,73.17,1.83,,0.94,0.19,2.81,47.82,60.99,46.64,2.22,1.22,Grey,,,6.35,4.35,8.47,,,,1.12,15.75,0.38,,,-11.4,,,32.93,3.12,,,9.2,WACC vs ROIC,17.26,1.4,7.25,7.25,,0.68,8/9,,,,5.11,0.87,0.56,,,3.87,6.14,,1.05,2.37,1.99,7.1,21.36,15.37,22.06,,12.56,Beneish M-Score,24.04,,ROIC,,5,"U.S. Silica Holdings, Inc.",14.29,-0.48746518,-0.07,Buy,3377196,48260130.84,1101998282.9999998,7.22446916,2.0251,Non-Energy Minerals,Other Metals/Minerals
2010,SLF,11.11,61.84,0.1,6.1,9.5,7.4,5.4,22.2,-16.4,81.09,6.57,9.77,69.9,,,,,,,,,,,,0.58,4.32,9.75,9.75,13.95,,,0.89,1.18,10.26,,4.38,10.1,16.79,,,,,,,9.03,,,1.77,13.9,13.9,1.34,1.15,,0.95,0.43,,13.62,1.66,1.03,,,12.96,5.09,1.45,0.87,4.45,,0.97,,,12.49,,1.18,,-1.14,14.53,,,10,Sun Life Financial Inc.,50.55,0.41716329,0.21,Buy,1333125,67389468.75,29669678416.321785,13.66260764,3.7082532,Finance,Multi-Line Insurance
2011,SLG,-29.63,67.2,4.8,-1,0.4,-27.6,,-3.1,-6.1,70.91,8.89,16.65,69.51,0.28,,0.29,0.04,0.92,,144.33,122.28,-89.28,1.17,Grey,,8.15,-22.5,-138.46,37.56,36.15,19.21,9.08,8.44,-4.44,0.41,7.86,,1.36,-2.44,-2.49,57.4,1.05,,,-49.35,WACC vs ROIC,16.49,0.69,,,,3.16,5/9,,,,14.19,,0.5,,,14.19,,,0.4,0.69,0.92,-3.74,-460.81,-3.05,-9.52,,1.26,Beneish M-Score,-52.81,14.76,ROIC,,9,SL Green Realty Corp,41.33,2.25136071,0.91,Strong Buy,3179659,131415306.47,2792461241.0,,-7.1609,Finance,Real Estate Investment Trusts
2012,SLGN,-5.3,48.03,0.2,19.1,13.3,15.4,20.8,24.6,12.8,63.4,2.78,-12.73,52.15,2.18,,0.13,0.06,1.44,72.15,55.86,54.91,4.98,2.23,Grey,0.24,1.59,15.23,10.49,120.06,13.84,9.66,1.37,1.4,6.57,0.24,1.64,11.76,14.88,2.13,0.78,16.4,4.15,,,5.01,WACC vs ROIC,10.06,2.59,15.55,15.55,1.39,0.78,6/9,0.92,3.78,,66.81,,0.92,,,16.92,243.03,1.43,1.2,,0.77,4.08,20.1,9.69,18.08,,7.57,Beneish M-Score,4.79,17.46,ROIC,,10,Silgan Holdings Inc.,44.0,0.0,0.0,Sell,1496509,65846396.0,4837642761.0,15.50059889,2.8509,Process Industries,Containers/Packaging
2013,SLM,-6.58,43.53,17,-3.9,54.2,,10.6,,21.5,52.75,3.07,17.07,46.91,,,,,,,,,,,,0.28,3.09,,,-86.44,,,4.05,2.73,,,3.09,5.21,2.58,,7.13,,,,,21.65,,,2.07,9.32,9.32,2.07,2,,,,,,0.96,0.57,,,,,,33.95,2.24,,1.34,,,20.48,,,,34.69,9.03,,,10,SLM Corporation,14.26,0.07017544,0.01,Sell,7519915,107233987.9,3223913063.0,9.35204617,1.5434,Finance,Finance/Rental/Leasing
