,GF Value,Ticker,Price,Market Capitalization,Sector,Industry,GFValuediff
890,36.36,PFE,28.4599,160696362649.81042,Health Technology,Pharmaceuticals: Major,27.758706109297638
891,103.79,PFBC,74.74,1113775471.0168269,Finance,Regional Banks,38.86807599678888
892,22.57,PERI,30.35,1427648495.5427632,Technology Services,Internet Software/Services,-25.6342668863262
893,194.64,PEP,167.225,229911636367.0493,Consumer Non-Durables,Beverages: Non-Alcoholic,16.394079832560916
894,44.36,PENN,25.02,3797007459.262275,Consumer Services,Movies/Entertainment,77.29816147082335
895,330.19,PEN,260.21,10043160104.750174,Health Technology,Medical Specialties,26.893662810806664
896,60.18,PEGA,50.03,4180302941.106791,Technology Services,Information Technology Services,20.287827303617828
897,61.04,PEG,60.705,30250168849.217644,Utilities,Electric Utilities,0.5518491063339113
898,32.13,PECO,37.325,4412043871.0,Finance,Real Estate Investment Trusts,-13.918285331547219
899,36.78,PEBO,34.24,1210871866.1381948,Finance,Regional Banks,7.418224299065417
900,0.0,PEB/PH,18.86,1907544459.0,Finance,Real Estate Investment Trusts,-100.0
901,0.0,PEB/PG,21.5,1907544459.0,Finance,Real Estate Investment Trusts,-100.0
902,0.0,PEB/PF,21.37,1907544459.0,Finance,Real Estate Investment Trusts,-100.0
903,0.0,PEB/PE,21.66,1907544459.0,Finance,Real Estate Investment Trusts,-100.0
904,37.44,PEB,15.995,1907544459.0,Finance,Real Estate Investment Trusts,134.07314785870585
905,30.55,PEAK,19.56,10710243185.0,Finance,Real Estate Investment Trusts,56.186094069529666
906,0.0,PDI,17.9101,4899020000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
907,37.04,PDFS,33.92,1297826754.0194635,Technology Services,Information Technology Services,9.198113207547163
908,138.15,PDD,142.715,194930300787.0,Retail Trade,Department Stores,-3.1986826892758278
909,31.98,PDCO,28.5,2640838553.18662,Distribution Services,Medical Distributors,12.210526315789476
910,36.45,PD,24.13,2217361572.873534,Technology Services,Packaged Software,51.05677579776214
911,0.0,PCVX,61.34,5836740763.345015,Health Technology,Biotechnology,-100.0
912,356.36,PCTY,165.19,9279860678.352182,Technology Services,Packaged Software,115.72734427023428
913,60.68,PCRX,32.94,1529657966.8826206,Health Technology,Pharmaceuticals: Major,84.21372191863996
914,0.0,PCOR,68.95,9893803693.085386,Technology Services,Packaged Software,-100.0
915,34.08,PCH,49.55,3907089606.0,Finance,Real Estate Investment Trusts,-31.22098890010091
916,13.63,PCG,17.515,37368395928.3889,Utilities,Electric Utilities,-22.180987724807306
917,86.68,PCAR,97.37,50931897942.21847,Producer Manufacturing,Trucks/Construction/Farm Machinery,-10.978740885282939
918,14.2,PBR.A,15.085,99640735729.9368,Energy Minerals,Integrated Oil,-5.8667550546901
919,15.52,PBR,15.77,99640735729.9368,Energy Minerals,Integrated Oil,-1.585288522511097
920,60.71,PBH,62.02,3077344727.506565,Health Technology,Pharmaceuticals: Major,-2.1122218639148698
921,33.58,PBF,46.05,5627362504.131637,Energy Minerals,Oil Refining/Marketing,-27.07926167209555
922,33.7,PBA,34.43,18914796705.50409,Industrial Services,Oil & Gas Pipelines,-2.120243973279108
923,70.65,PB,67.31,6307953408.96152,Finance,Regional Banks,4.962115584608533
924,130.87,PAYX,119.2,43058897964.64255,Technology Services,Data Processing Services,9.790268456375841
925,0.0,PAYO,5.13,1856077515.3005896,Commercial Services,Miscellaneous Commercial Services,-100.0
926,498.91,PAYC,207.845,11992827479.172194,Technology Services,Packaged Software,140.0394524766052
927,0.0,PAY,18.16,2246343711.685667,Commercial Services,Miscellaneous Commercial Services,-100.0
928,17.39,PAX,15.5,2292072952.149837,Finance,Investment Managers,12.193548387096778
929,69.39,PATK,99.15,2194620285.675608,Consumer Durables,Homebuilding,-30.01512859304085
930,20.16,PATH,25.12,14219885295.283958,Technology Services,Packaged Software,-19.74522292993631
931,31.13,PARR,35.22,2130798603.8214383,Energy Minerals,Oil Refining/Marketing,-11.612720045428734
932,0.0,PARAP,19.09,10030383798.0,Consumer Services,Broadcasting,-100.0
933,41.94,PARAA,20.26,10000766523.005907,Consumer Services,Broadcasting,107.00888450148072
934,30.54,PARA,15.11,10057007245.37359,Consumer Services,Broadcasting,102.11780277961616
935,49.58,PAR,44.25,1239949307.1307397,Electronic Technology,Electronic Equipment/Instruments,12.04519774011299
936,215.86,PANW,299.61,94467027417.08688,Technology Services,Packaged Software,-27.95300557391275
937,15.85,PAM,49.65,3253275783.8769755,Utilities,Electric Utilities,-68.07653575025175
938,35.46,PAGS,11.91,3946640296.248527,Commercial Services,Miscellaneous Commercial Services,197.7329974811083
939,14.08,PAGP,16.03,3148560791.242272,Industrial Services,Oil & Gas Pipelines,-12.16469120399252
940,145.53,PAG,162.5,10922295896.835598,Retail Trade,Specialty Stores,-10.443076923076923
941,14.98,PACB,10.15,2714555258.969697,Health Technology,Medical Specialties,47.58620689655172
942,271.87,PAC,175.89,8982104131.39544,Transportation,Other Transportation,54.56819603161068
943,17.96,PAAS,16.82,6129863944.57326,Non-Energy Minerals,Precious Metals,6.77764565992866
944,13.48,PAA,15.25,10690135620.957588,Industrial Services,Oil & Gas Pipelines,-11.606557377049176
945,0.0,OZKAP,16.9132,5773568840.0,Finance,Regional Banks,-100.0
946,63.59,OZK,50.58,5820751682.822404,Finance,Regional Banks,25.72162910241203
947,50.02,OXY,61.4378,53916648096.46877,Energy Minerals,Oil & Gas Production,-18.584324308487606
948,132.27,OXM,98.76,1543134446.0989316,Consumer Non-Durables,Apparel/Footwear,33.930741190765495
949,0.0,OXLC,4.89,1037980000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
950,0.0,OWL,15.09,21260366529.684917,Finance,Investment Managers,-100.0
951,44.37,OVV,43.98,12002248181.725086,Energy Minerals,Oil & Gas Production,0.8867667121418841
952,20.72,OUT,14.095,2305742405.0,Finance,Real Estate Investment Trusts,47.002483150053195
953,71.73,OTTR,86.93,3625895344.903032,Utilities,Electric Utilities,-17.485333026573105
954,84.36,OTIS,88.7906,36338336772.68569,Producer Manufacturing,Building Products,-4.989942629062083
955,63.11,OTEX,42.2,11457920895.878462,Technology Services,Packaged Software,49.54976303317534
956,21.61,OSW,14.305,1429224456.7198732,Consumer Services,Other Consumer Services,51.06606081789584
957,117.07,OSK,106.985,6998263691.628938,Consumer Durables,Motor Vehicles,9.426555124550164
958,117.72,OSIS,127.93,2173254682.9919977,Electronic Technology,Aerospace & Defense,-7.980927069491134
959,10.95,OSCR,9.03,1723060204.6714764,Health Services,Managed Health Care,21.262458471760798
960,938.55,ORLY,957.55,56650739207.0,Retail Trade,Specialty Stores,-1.9842305884810194
961,0.0,ORLA,3.4,1069064578.2062782,Non-Energy Minerals,Precious Metals,-100.0
962,22.77,ORI,29.28,8209458740.057732,Finance,Specialty Insurance,-22.23360655737705
963,103.95,ORCL,105.69,290533580447.0518,Technology Services,Packaged Software,-1.646324155549243
964,10.51,ORAN,11.59,30578115943.14398,Communications,Wireless Telecommunications,-9.318377911993098
965,87.95,ORA,75.38,4549490658.446349,Utilities,Electric Utilities,16.67551074555586
966,11.41,OR,14.99,2775637855.45921,Non-Energy Minerals,Precious Metals,-23.882588392261507
967,15.22,OPRA,13.725,1218356530.0,Technology Services,Packaged Software,10.892531876138442
968,1.43,OPK,1.612,1246167225.095,Health Services,Medical/Nursing Services,-11.29032258064517
969,3.7,OPEN,4.49,3008439901.9857144,Finance,Real Estate Development,-17.59465478841871
970,33.29,OPCH,33.51,5935643658.521427,Health Services,Medical/Nursing Services,-0.6565204416592029
971,88.6,ONTO,153.235,7520925913.065404,Electronic Technology,Electronic Equipment/Instruments,-42.18031128658597
972,0.0,ONON,27.685,8762859966.14909,Consumer Non-Durables,Apparel/Footwear,-100.0
973,0.0,ONBPP,24.8,4927737722.0,Finance,Major Banks,-100.0
974,0.0,ONBPO,24.58,4927737722.0,Finance,Major Banks,-100.0
975,20.85,ONB,16.98,4968704662.68171,Finance,Major Banks,22.79151943462898
976,68.78,ON,83.82,36101073600.55875,Electronic Technology,Semiconductors,-17.943211643999035
977,31.73,OMI,20.17,1543026140.5564356,Health Technology,Medical Specialties,57.3128408527516
978,36.87,OMF,49.7,5959234760.176149,Finance,Finance/Rental/Leasing,-25.814889336016105
979,159.01,OMCL,39.35,1789219888.0698156,Technology Services,Information Technology Services,304.09148665819566
980,84.44,OMC,86.59,17139120150.88476,Commercial Services,Advertising/Marketing Services,-2.4829657004273074
981,126.61,OMAB,85.29,4120470721.217431,Transportation,Other Transportation,48.44647672646264
982,0.0,OLPX,2.42,1584453988.0,Consumer Non-Durables,Household/Personal Care,-100.0
983,49.47,OLN,53.22,6522089274.561502,Process Industries,Industrial Specialties,-7.046223224351747
984,76.42,OLLI,70.4,4336095976.423431,Retail Trade,Department Stores,8.551136363636356
985,29.25,OLK,25.25,3200883756.0,Health Technology,Biotechnology,15.841584158415841
986,150.28,OLED,189.26,8962989005.109474,Electronic Technology,Electronic Production Equipment,-20.59600549508612
987,145.24,OKTA,89.16,14742195560.591642,Technology Services,Packaged Software,62.89816061013909
988,70.29,OKE,70.04,40801851727.09047,Industrial Services,Oil & Gas Pipelines,0.356938892061679
989,15.38,OII,21.83,2198836639.834254,Producer Manufacturing,Industrial Machinery,-29.546495648190554
990,16.67,OI,16.63,2573114624.850212,Process Industries,Containers/Packaging,0.2405291641611708
991,27.01,OHI,30.85,7526202957.0,Finance,Real Estate Investment Trusts,-12.447325769854132
992,53.7,OGS,64.56,3580113476.0398507,Utilities,Gas Distributors,-16.82156133828996
993,27.66,OGN,13.695,3500530784.886397,Health Technology,Pharmaceuticals: Major,101.97152245345016
994,37.55,OGE,35.25,7060129365.364806,Utilities,Electric Utilities,6.524822695035453
995,9.87,OGCP,10.0296,2582241352.9999995,Finance,Real Estate Investment Trusts,-1.5912897822445669
996,34.85,OFG,38.06,1791019966.3698373,Finance,Major Banks,-8.434051497635314
997,23.42,OEC,27.4199,1591564510.3610606,Process Industries,Chemicals: Specialty,-14.587580552810174
998,52.1,ODP,56.82,2123822395.0773072,Retail Trade,Specialty Stores,-8.306934178106298
999,342.33,ODFL,410.675,44810249368.36888,Transportation,Trucking,-16.642113593474164
1000,0.0,ODD,48.2765,2746449008.7722926,Technology Services,Packaged Software,-100.0
1001,29.51,OCSL,20.408,1576014440.6346457,Finance,Investment Managers,44.60015680125441
1002,0.0,OCFCP,24.0,1026236429.0,Finance,Savings Banks,-100.0
1003,25.05,OCFC,17.43,1035744120.2935728,Finance,Savings Banks,43.71772805507746
1004,122.35,OC,148.08,13160602949.810616,Process Industries,Containers/Packaging,-17.375742841707197
1005,42.88,OBK,35.82,1107078627.8848195,Finance,Regional Banks,19.709659408151875
1006,33.45,OBDC,15.04,5861582510.186666,Finance,Finance/Rental/Leasing,122.40691489361706
1007,70.98,O,57.355,41234690158.0,Finance,Real Estate Investment Trusts,23.755557492807963
1008,0.0,NZF,11.8106,2282360000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.00000000000001
1009,46.16,NYT,45.98,7523540818.709242,Consumer Services,Publishing: Newspapers,0.3914745541539794
1010,0.0,NYCB/PA,22.61,7268230571.0,Finance,Savings Banks,-100.0
1011,24.89,NYCB,10.1113,7305294211.98333,Finance,Savings Banks,146.1602365670092
1012,0.0,NXT,49.13,7107609618.839005,Electronic Technology,Electronic Equipment/Instruments,-100.0
1013,205.8,NXST,159.37,5407585697.000001,Consumer Services,Broadcasting,29.13346301060426
1014,216.66,NXPI,230.975,59536879525.26685,Electronic Technology,Semiconductors,-6.19764043727676
1015,0.0,NXE,7.0,3655913665.648855,Non-Energy Minerals,Other Metals/Minerals,-100.0
1016,24.55,NX,30.785,1015970197.1633182,Producer Manufacturing,Building Products,-20.253370147799252
1017,0.0,NWTN,7.51,2149253396.0,Consumer Durables,Motor Vehicles,-100.0
1018,20.95,NWSA,23.815,13850233490.070677,Consumer Services,Publishing: Newspapers,-12.030233046399337
1019,21.8,NWS,24.91,13838907876.78154,Consumer Services,Publishing: Newspapers,-12.48494580489763
1020,60.67,NWN,38.66,1421847962.9620974,Utilities,Gas Distributors,56.932229694774975
1021,185.33,NWLI,484.0,1711433746.0,Finance,Life/Health Insurance,-61.708677685950406
1022,16.91,NWL,8.6673,3589995592.177629,Producer Manufacturing,Industrial Conglomerates,95.10112722531817
1023,8.89,NWG,5.65,24208744614.529,Finance,Major Banks,57.345132743362825
1024,56.3,NWE,51.49,3153362891.552853,Utilities,Electric Utilities,9.341619731986784
1025,14.33,NWBI,12.65,1607871493.933121,Finance,Savings Banks,13.280632411067192
1026,0.0,NVTS,8.1,1445754899.0,Electronic Technology,Semiconductors,-100.0
1027,47.9,NVT,58.46,9699204022.465708,Electronic Technology,Electronic Components,-18.063633253506676
1028,45.46,NVST,24.54,4206214238.5170007,Health Technology,Medical Specialties,85.24857375713121
1029,81.31,NVS,98.93,203564495625.8044,Health Technology,Pharmaceuticals: Major,-17.810573132517945
1030,5865.34,NVR,6960.0,22126048331.25168,Consumer Durables,Homebuilding,-15.727873563218388
1031,86.36,NVO,103.28,463173612415.4627,Health Technology,Pharmaceuticals: Major,-16.382649109217663
1032,110.99,NVMI,135.08,3908627051.7627606,Electronic Technology,Electronic Equipment/Instruments,-17.833876221498382
1033,13.3,NVGS,14.815,1085718592.44803,Transportation,Marine Shipping,-10.226122173472824
1034,0.0,NVG,11.8336,2517420000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
1035,79.86,NVEI,26.35,3666572360.633401,Technology Services,Information Technology Services,203.0740037950664
1036,115.56,NVEE,111.13,1766515484.5296302,Industrial Services,Engineering & Construction,3.9863223252047213
1037,557.57,NVDA,491.67,1214424884869.5308,Electronic Technology,Semiconductors,13.403298960685019
1038,73.46,NVCR,13.57,1450105262.1917603,Health Technology,Medical Specialties,441.34119380987465
1039,0.0,NUVL,72.32,4529408497.631541,Health Technology,Biotechnology,-100.0
1040,0.0,NUV,8.62,1784860000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
1041,145.87,NUE,177.42,43616754975.17461,Non-Energy Minerals,Steel,-17.782662608499596
1042,0.0,NU,8.22,38520289596.82382,Technology Services,Information Technology Services,-100.0
1043,26.03,NTST,17.62,1214268060.0,Finance,Real Estate Investment Trusts,47.72985244040862
1044,0.0,NTRSO,21.35,17349649020.0,Finance,Investment Managers,-100.0
1045,107.27,NTRS,84.365,17466624577.23508,Finance,Investment Managers,27.14988443074735
1046,59.83,NTRA,60.94,7322043955.143141,Health Technology,Medical Specialties,-1.8214637348211347
1047,84.08,NTR,57.41,28391963524.369987,Process Industries,Chemicals: Agricultural,46.45532137258318
1048,33.25,NTNX,46.81,11360304989.509542,Technology Services,Packaged Software,-28.96816919461654
1049,43.68,NTLA,31.3602,2808459442.062596,Health Technology,Biotechnology,39.28482598963017
1050,105.4,NTES,83.1365,64740120039.808,Technology Services,Packaged Software,26.779453068146974
1051,30.23,NTCT,22.54,1600252581.4602325,Technology Services,Packaged Software,34.11712511091394
1052,6.45,NTCO,6.69,4702140873.026799,Consumer Non-Durables,Household/Personal Care,-3.5874439461883436
1053,38.67,NTB,32.675,1630853376.7904265,Finance,Regional Banks,18.347360367253266
1054,77.13,NTAP,89.665,18473774874.7459,Electronic Technology,Computer Peripherals,-13.979813751184977
1055,31.46,NSSC,34.22,1258272713.4289072,Commercial Services,Miscellaneous Commercial Services,-8.065458796025709
1056,132.17,NSP,116.665,4349345459.791243,Commercial Services,Personnel Services,13.290189859855124
1057,101.93,NSIT,180.43,5877837524.730174,Technology Services,Information Technology Services,-43.50717729867539
1058,299.37,NSC,234.44,53015398920.40508,Transportation,Railroads,27.695785702098622
1059,0.0,NSA/PA,23.45,5015631706.0,Finance,Real Estate Investment Trusts,-100.0
1060,28.77,NSA,41.2,5015631706.0,Finance,Real Estate Investment Trusts,-30.169902912621364
1061,0.0,NS/PC,25.64,2325290647.0,Industrial Services,Oil & Gas Pipelines,-100.0
1062,0.0,NS/PB,25.5,2325290647.0,Industrial Services,Oil & Gas Pipelines,-100.0
1063,0.0,NS/PA,25.98,2325290647.0,Industrial Services,Oil & Gas Pipelines,-100.0
1064,15.45,NS,18.52,2331585424.062804,Industrial Services,Oil & Gas Pipelines,-16.57667386609071
1065,50.77,NRP,88.45,1117534069.251995,Energy Minerals,Coal,-42.60033917467496
1066,44.87,NRG,50.15,11322086440.129766,Utilities,Electric Utilities,-10.528414755732804
1067,0.0,NRDS,14.305,1088970895.6419446,Technology Services,Packaged Software,-100.0
1068,0.0,NPWR,10.11,2148943078.5118117,Producer Manufacturing,Electrical Products,-100.0
1069,112.34,NPO,154.96,3239805018.8741302,Producer Manufacturing,Industrial Machinery,-27.503871966959213
1070,699.98,NOW,700.38,143577902000.9144,Technology Services,Packaged Software,-0.057111853565204214
1071,176.54,NOVT,169.72,6077736256.282489,Electronic Technology,Electronic Equipment/Instruments,4.018383219420217
1072,55.92,NOVA,15.49,1896229366.106454,Utilities,Alternative Power Generation,261.00710135571336
1073,16.11,NOV,20.6,8114896542.493889,Industrial Services,Oilfield Services/Equipment,-21.79611650485438
1074,22.84,NOMD,16.73,2886765648.879424,Consumer Non-Durables,Food: Specialty/Candy,36.52121936640765
1075,4.79,NOK,3.355,18472578851.03266,Electronic Technology,Telecommunications Equipment,42.77198211624441
1076,34.64,NOG,38.045,3823813143.060995,Energy Minerals,Oil & Gas Production,-8.94992771717703
1077,476.11,NOC,462.35,69718959969.20148,Electronic Technology,Aerospace & Defense,2.976100356872497
1078,47.58,NNN,42.94,7779846156.0,Finance,Real Estate Investment Trusts,10.805775500698651
1079,90.56,NNI,88.155,3290261481.025117,Finance,Finance/Rental/Leasing,2.7281492825137557
1080,0.0,NMZ,9.985,1098760000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
1081,8.24,NMRK,10.44,1802921839.768786,Finance,Real Estate Development,-21.072796934865895
